"hb19_code","date","specialty","average_number_available_staffed_beds","average_number_occupied_beds","percent_occupied_beds"
"S08000029",2024-01-01,"Ophthalmology",0.230769230769231,0.230769230769231,1
"S08000029",2024-04-01,"Ophthalmology",0.659340659340659,0.659340659340659,1
"S08000029",2019-04-01,"Other Grouping",31.3626373626374,27.9010989010989,0.889628591450596
"S08000029",2019-07-01,"Other Grouping",32.1304347826087,31.0434782608696,0.96617050067659
"S08000029",2019-10-01,"Other Grouping",35.8260869565217,35.6413043478261,0.994842233009709
"S08000029",2020-01-01,"Other Grouping",38.1428571428571,37.4615384615385,0.982137712474791
"S08000029",2020-04-01,"Other Grouping",72.1758241758242,17.967032967033,0.248934226552984
"S08000029",2020-07-01,"Other Grouping",61.8804347826087,25.6739130434783,0.414895485684174
"S08000029",2020-10-01,"Other Grouping",61.8260869565217,21.3369565217391,0.345112517580872
"S08000029",2021-01-01,"Other Grouping",52.9111111111111,28.8555555555556,0.545359092818144
"S08000029",2021-04-01,"Other Grouping",52.2417582417582,31.4065934065934,0.601177955405974
"S08000029",2021-07-01,"Other Grouping",52.0652173913044,41.0434782608696,0.788308977035491
"S08000029",2021-10-01,"Other Grouping",42,39.1739130434783,0.932712215320911
"S08000029",2022-01-01,"Other Grouping",41.9333333333333,39.3666666666667,0.93879173290938
"S08000029",2022-04-01,"Other Grouping",42,40.0439560439561,0.953427524856096
"S08000029",2022-07-01,"Other Grouping",42.5217391304348,41.6086956521739,0.978527607361963
"S08000029",2022-10-01,"Other Grouping",44.3260869565217,40.6413043478261,0.916871015203531
"S08000029",2023-01-01,"Other Grouping",45.8888888888889,41.3111111111111,0.900242130750605
"S08000029",2023-04-01,"Other Grouping",42.7142857142857,35.5604395604396,0.832518651916645
"S08000029",2023-07-01,"Other Grouping",42.9891304347826,20.1413043478261,0.468520859671302
"S08000029",2023-10-01,"Other Grouping",44.7282608695652,20.5,0.458323207776428
"S08000029",2024-01-01,"Other Grouping",44.7912087912088,20.3296703296703,0.45387634936212
"S08000029",2024-04-01,"Other Grouping",44.1318681318681,19.4945054945055,0.441733067729084
"S08000029",2019-04-01,"Paediatric Surgery",0.0549450549450549,0.0549450549450549,1
"S08000029",2019-07-01,"Paediatric Surgery",0.0543478260869565,0.0543478260869565,1
"S08000029",2019-10-01,"Paediatric Surgery",0.0108695652173913,0.0108695652173913,1
"S08000029",2020-01-01,"Paediatric Surgery",0.0659340659340659,0.0659340659340659,1
"S08000029",2020-07-01,"Paediatric Surgery",0.0326086956521739,0.0326086956521739,1
"S08000029",2021-01-01,"Paediatric Surgery",0.0222222222222222,0.0222222222222222,1
"S08000029",2021-04-01,"Paediatric Surgery",0.0659340659340659,0.0659340659340659,1
"S08000029",2022-04-01,"Paediatric Surgery",0.0879120879120879,0.0879120879120879,1
"S08000029",2022-07-01,"Paediatric Surgery",0.0108695652173913,0.0108695652173913,1
"S08000029",2022-10-01,"Paediatric Surgery",0.0108695652173913,0.0108695652173913,1
"S08000029",2023-01-01,"Paediatric Surgery",0.0333333333333333,0.0333333333333333,1
"S08000029",2023-04-01,"Paediatric Surgery",0.0989010989010989,0.0989010989010989,1
"S08000029",2023-07-01,"Paediatric Surgery",0.0217391304347826,0.0217391304347826,1
"S08000029",2023-10-01,"Paediatric Surgery",0.16304347826087,0.16304347826087,1
"S08000029",2024-01-01,"Paediatric Surgery",0.021978021978022,0.021978021978022,1
"S08000029",2024-04-01,"Paediatric Surgery",0.0769230769230769,0.0769230769230769,1
"S08000029",2019-04-01,"Paediatrics",39.8681318681319,21.5384615384615,0.540242557883131
"S08000029",2019-07-01,"Paediatrics",40.4891304347826,19.9239130434783,0.492080536912752
"S08000029",2019-10-01,"Paediatrics",43.7391304347826,22.2934782608696,0.509691848906561
"S08000029",2020-01-01,"Paediatrics",50.1648351648352,21.2087912087912,0.422782037239869
"S08000029",2020-04-01,"Paediatrics",58.010989010989,11.3406593406593,0.195491570373177
"S08000029",2020-07-01,"Paediatrics",56.8695652173913,18.5108695652174,0.325496941896024
"S08000029",2020-10-01,"Paediatrics",58.0326086956522,16,0.275707061247425
"S08000029",2021-01-01,"Paediatrics",58.0444444444445,17.9666666666667,0.309532924961715
"S08000029",2021-04-01,"Paediatrics",58.2197802197802,20.3846153846154,0.350132125330313
"S08000029",2021-07-01,"Paediatrics",58.1304347826087,21.804347826087,0.37509349289454
"S08000029",2021-10-01,"Paediatrics",58.9347826086956,27.7391304347826,0.470675027665068
"S08000029",2022-01-01,"Paediatrics",58.1777777777778,26.3444444444444,0.452826585179526
"S08000029",2022-04-01,"Paediatrics",58.2197802197802,20.9120879120879,0.35919214798037
"S08000029",2022-07-01,"Paediatrics",57.3695652173913,21.8260869565217,0.380447139067829
"S08000029",2022-10-01,"Paediatrics",57.75,24.3260869565217,0.421230942970073
"S08000029",2023-01-01,"Paediatrics",58.4888888888889,24.0777777777778,0.411664133738602
"S08000029",2023-04-01,"Paediatrics",58.1978021978022,23.978021978022,0.412009063444109
"S08000029",2023-07-01,"Paediatrics",58.0869565217391,20.0434782608696,0.345059880239521
"S08000029",2023-10-01,"Paediatrics",48.6739130434783,25.054347826087,0.514738722644038
"S08000029",2024-01-01,"Paediatrics",46.4615384615385,27.4175824175824,0.590113528855251
"S08000029",2024-04-01,"Paediatrics",46.1318681318681,23.7912087912088,0.515721772272511
"S08000029",2019-04-01,"Paediatrics Grouping",39.9230769230769,21.5934065934066,0.540875309661437
"S08000029",2019-07-01,"Paediatrics Grouping",40.5434782608696,19.9782608695652,0.492761394101877
"S08000029",2019-10-01,"Paediatrics Grouping",43.75,22.304347826087,0.509813664596273
"S08000029",2020-01-01,"Paediatrics Grouping",50.2307692307692,21.2747252747253,0.423539706847517
"S08000029",2020-04-01,"Paediatrics Grouping",58.010989010989,11.3406593406593,0.195491570373177
"S08000029",2020-07-01,"Paediatrics Grouping",56.9021739130435,18.5434782608696,0.325883476599809
"S08000029",2020-10-01,"Paediatrics Grouping",58.0326086956522,16,0.275707061247425
"S08000029",2021-01-01,"Paediatrics Grouping",58.0666666666667,17.9888888888889,0.309797168006123
"S08000029",2021-04-01,"Paediatrics Grouping",58.2857142857143,20.4505494505494,0.350867269984917
"S08000029",2021-07-01,"Paediatrics Grouping",58.1304347826087,21.804347826087,0.37509349289454
"S08000029",2021-10-01,"Paediatrics Grouping",58.9347826086956,27.7391304347826,0.470675027665068
"S08000029",2022-01-01,"Paediatrics Grouping",58.1777777777778,26.3444444444444,0.452826585179526
"S08000029",2022-04-01,"Paediatrics Grouping",58.3076923076923,21,0.360158311345647
"S08000029",2022-07-01,"Paediatrics Grouping",57.3804347826087,21.8369565217391,0.380564500852434
"S08000029",2022-10-01,"Paediatrics Grouping",57.7608695652174,24.3369565217391,0.421339856981558
"S08000029",2023-01-01,"Paediatrics Grouping",58.5222222222222,24.1111111111111,0.411999240554395
"S08000029",2023-04-01,"Paediatrics Grouping",58.2967032967033,24.0769230769231,0.413006597549482
"S08000029",2023-07-01,"Paediatrics Grouping",58.1086956521739,20.0652173913043,0.345304900860456
"S08000029",2023-10-01,"Paediatrics Grouping",48.8369565217391,25.2173913043478,0.51635878032495
"S08000029",2024-01-01,"Paediatrics Grouping",46.4835164835165,27.4395604395604,0.590307328605201
"S08000029",2024-04-01,"Paediatrics Grouping",46.2087912087912,23.8681318681319,0.516527942925089
"S08000029",2019-04-01,"Palliative Medicine",23.043956043956,19.6483516483516,0.852646638054363
"S08000029",2019-07-01,"Palliative Medicine",23.4347826086957,19.7391304347826,0.842300556586271
"S08000029",2019-10-01,"Palliative Medicine",23.8369565217391,21.445652173913,0.89968080255358
"S08000029",2020-01-01,"Palliative Medicine",22.2087912087912,19.010989010989,0.856011875309253
"S08000029",2020-04-01,"Palliative Medicine",22.3516483516484,9.12087912087912,0.408062930186824
"S08000029",2020-07-01,"Palliative Medicine",21.6195652173913,8.85869565217391,0.409753645047763
"S08000029",2020-10-01,"Palliative Medicine",22.1847826086957,8.91304347826087,0.401763841254287
"S08000029",2021-01-01,"Palliative Medicine",21.9888888888889,8.08888888888889,0.367862556846892
"S08000029",2021-04-01,"Palliative Medicine",19.8571428571429,8.10989010989011,0.408411732152739
"S08000029",2021-07-01,"Palliative Medicine",20.0760869565217,8.48913043478261,0.42284786139686
"S08000029",2021-10-01,"Palliative Medicine",18.4021739130435,7.22826086956522,0.392793857058476
"S08000029",2022-01-01,"Palliative Medicine",17.9,7.66666666666667,0.428305400372439
"S08000029",2022-04-01,"Palliative Medicine",19.8021978021978,8.64835164835165,0.436736958934517
"S08000029",2022-07-01,"Palliative Medicine",20.2826086956522,8.75,0.431404072883173
"S08000029",2022-10-01,"Palliative Medicine",19.6304347826087,8.75,0.445736434108527
"S08000029",2023-01-01,"Palliative Medicine",19.4444444444444,8.68888888888889,0.446857142857143
"S08000029",2023-04-01,"Palliative Medicine",18.032967032967,7.46153846153846,0.413772090188909
"S08000029",2023-07-01,"Palliative Medicine",17.9130434782609,7.29347826086957,0.407160194174757
"S08000029",2023-10-01,"Palliative Medicine",11.8586956521739,9.03260869565217,0.761686526122823
"S08000029",2024-01-01,"Palliative Medicine",11.7362637362637,9.52747252747253,0.811797752808989
"S08000029",2024-04-01,"Palliative Medicine",11.978021978022,8.17582417582418,0.68256880733945
"S08000029",2019-07-01,"Plastic Surgery",0.0108695652173913,0.0108695652173913,1
"S08000029",2019-10-01,"Plastic Surgery",0.0108695652173913,0.0108695652173913,1
"S08000029",2021-01-01,"Plastic Surgery",0.0111111111111111,0.0111111111111111,1
"S08000029",2021-07-01,"Plastic Surgery",0.0108695652173913,0.0108695652173913,1
"S08000029",2022-01-01,"Plastic Surgery",0.0222222222222222,0.0222222222222222,1
"S08000029",2022-07-01,"Plastic Surgery",0.0652173913043478,0.0652173913043478,1
"S08000029",2023-04-01,"Plastic Surgery",0.010989010989011,0.010989010989011,1
"S08000029",2019-04-01,"Psychiatry of Old Age",112.010989010989,76.7032967032967,0.684783675071127
"S08000029",2019-07-01,"Psychiatry of Old Age",115.989130434783,81.1304347826087,0.699465842001687
"S08000029",2019-10-01,"Psychiatry of Old Age",103.652173913043,82,0.791107382550336
"S08000029",2020-01-01,"Psychiatry of Old Age",100.857142857143,77.2967032967033,0.766397908040968
"S08000029",2020-04-01,"Psychiatry of Old Age",95.2857142857143,71.5494505494506,0.750893783877292
"S08000029",2020-07-01,"Psychiatry of Old Age",88.1413043478261,75.3695652173913,0.855099272413368
"S08000029",2020-10-01,"Psychiatry of Old Age",86.4782608695652,71.0760869565217,0.821895424836601
"S08000029",2021-01-01,"Psychiatry of Old Age",86.8,77.3,0.890552995391705
"S08000029",2021-04-01,"Psychiatry of Old Age",87.5164835164835,72.8901098901099,0.832872928176795
"S08000029",2021-07-01,"Psychiatry of Old Age",84.7608695652174,75.5217391304348,0.890997691715825
"S08000029",2021-10-01,"Psychiatry of Old Age",86.7173913043478,79.7282608695652,0.919403359237904
"S08000029",2022-01-01,"Psychiatry of Old Age",85.4,75.1444444444444,0.879911527452511
"S08000029",2022-04-01,"Psychiatry of Old Age",86.7362637362637,75.3406593406593,0.868617762574433
"S08000029",2022-07-01,"Psychiatry of Old Age",86.7826086956522,74.1739130434783,0.854709418837675
"S08000029",2022-10-01,"Psychiatry of Old Age",86.4782608695652,80.3695652173913,0.929361488185018
"S08000029",2023-01-01,"Psychiatry of Old Age",87.3222222222222,84.9444444444444,0.972770072528311
"S08000029",2023-04-01,"Psychiatry of Old Age",86.4505494505494,78.978021978022,0.913562984619296
"S08000029",2023-07-01,"Psychiatry of Old Age",86.7608695652174,83.0978260869565,0.957780005011275
"S08000029",2023-10-01,"Psychiatry of Old Age",86.0434782608696,80.2826086956522,0.933046993431026
"S08000029",2024-01-01,"Psychiatry of Old Age",86.7032967032967,81.2527472527473,0.937135614702155
"S08000029",2024-04-01,"Psychiatry of Old Age",86.2417582417582,75.4835164835165,0.875254841997961
"S08000029",2019-04-01,"Rehabilitation Medicine",11.8681318681319,7.94505494505495,0.669444444444444
"S08000029",2019-07-01,"Rehabilitation Medicine",11.4782608695652,9.16304347826087,0.798295454545455
"S08000029",2019-10-01,"Rehabilitation Medicine",11.0108695652174,8.47826086956522,0.769990128331688
"S08000029",2020-01-01,"Rehabilitation Medicine",10.9340659340659,8.56043956043956,0.782914572864322
"S08000029",2020-04-01,"Rehabilitation Medicine",10.3186813186813,8.31868131868132,0.806176783812567
"S08000029",2020-07-01,"Rehabilitation Medicine",11.3695652173913,7.85869565217391,0.691204588910134
"S08000029",2020-10-01,"Rehabilitation Medicine",10.5,7.51086956521739,0.715320910973085
"S08000029",2021-01-01,"Rehabilitation Medicine",10.5888888888889,7.9,0.746065057712487
"S08000029",2021-04-01,"Rehabilitation Medicine",11.3186813186813,8.18681318681319,0.723300970873786
"S08000029",2021-07-01,"Rehabilitation Medicine",12.0434782608696,9.56521739130435,0.794223826714802
"S08000029",2021-10-01,"Rehabilitation Medicine",12.5869565217391,6.52173913043478,0.518134715025907
"S08000029",2022-01-01,"Rehabilitation Medicine",7.62222222222222,5.13333333333333,0.673469387755102
"S08000029",2022-04-01,"Rehabilitation Medicine",11.1208791208791,7.74725274725275,0.696640316205534
"S08000029",2022-07-01,"Rehabilitation Medicine",9.92391304347826,7.59782608695652,0.765607886089814
"S08000029",2022-10-01,"Rehabilitation Medicine",10.0978260869565,8.83695652173913,0.8751345532831
"S08000029",2023-01-01,"Rehabilitation Medicine",12.1222222222222,10.8888888888889,0.898258478460128
"S08000029",2023-04-01,"Rehabilitation Medicine",10.3186813186813,9.26373626373626,0.89776357827476
"S08000029",2023-07-01,"Rehabilitation Medicine",11.7934782608696,10.9782608695652,0.930875576036866
"S08000029",2023-10-01,"Rehabilitation Medicine",12.8804347826087,11.5760869565217,0.89873417721519
"S08000029",2024-01-01,"Rehabilitation Medicine",12.4725274725275,11.5054945054945,0.922466960352423
"S08000029",2024-04-01,"Rehabilitation Medicine",11.5054945054945,9.27472527472528,0.806112702960841
"S08000029",2019-04-01,"Renal Medicine",24.4725274725275,22.9340659340659,0.937135159407274
"S08000029",2019-07-01,"Renal Medicine",25.304347826087,24.3913043478261,0.963917525773196
"S08000029",2019-10-01,"Renal Medicine",25.7717391304348,25.0217391304348,0.97089835512442
"S08000029",2020-01-01,"Renal Medicine",26.1648351648352,24.7802197802198,0.947081058378832
"S08000029",2020-04-01,"Renal Medicine",18.8351648351648,14.7582417582418,0.783547257876313
"S08000029",2020-07-01,"Renal Medicine",18.5869565217391,16.554347826087,0.890643274853801
"S08000029",2020-10-01,"Renal Medicine",19.5108695652174,18.4021739130435,0.943175487465181
"S08000029",2021-01-01,"Renal Medicine",20.3111111111111,17.9222222222222,0.882385120350109
"S08000029",2021-04-01,"Renal Medicine",20.043956043956,18.1428571428571,0.90515350877193
"S08000029",2021-07-01,"Renal Medicine",21.6304347826087,20.0978260869565,0.929145728643216
"S08000029",2021-10-01,"Renal Medicine",21.7065217391304,20.1739130434783,0.929394091136705
"S08000029",2022-01-01,"Renal Medicine",21.5444444444444,19.6666666666667,0.912841670964415
"S08000029",2022-04-01,"Renal Medicine",21.1758241758242,19.5384615384615,0.922677737415672
"S08000029",2022-07-01,"Renal Medicine",23.0217391304348,22.0869565217391,0.959395656279509
"S08000029",2022-10-01,"Renal Medicine",21.1086956521739,20.445652173913,0.968589083419155
"S08000029",2023-01-01,"Renal Medicine",21.1555555555556,20.4777777777778,0.96796218487395
"S08000029",2023-04-01,"Renal Medicine",21.1648351648352,20.2637362637363,0.95742471443406
"S08000029",2023-07-01,"Renal Medicine",20.2608695652174,19.2934782608696,0.95225321888412
"S08000029",2023-10-01,"Renal Medicine",21.7173913043478,20.9673913043478,0.965465465465465
"S08000029",2024-01-01,"Renal Medicine",22,21.043956043956,0.956543456543456
"S08000029",2024-04-01,"Renal Medicine",21.0549450549451,20.1428571428571,0.956680584551148
"S08000029",2019-04-01,"Respiratory Medicine",35.6483516483516,34.9230769230769,0.979654747225647
"S08000029",2019-07-01,"Respiratory Medicine",37.8586956521739,36.9891304347826,0.977031294860752
"S08000029",2019-10-01,"Respiratory Medicine",37.8804347826087,37.445652173913,0.988522238163558
"S08000029",2020-01-01,"Respiratory Medicine",37.0439560439561,33.8241758241758,0.913082171462474
"S08000029",2020-04-01,"Respiratory Medicine",31.4945054945055,22.3846153846154,0.710746685275645
"S08000029",2020-07-01,"Respiratory Medicine",34.1739130434783,34.0978260869565,0.997773536895674
"S08000029",2020-10-01,"Respiratory Medicine",38.9347826086956,38.9130434782609,0.999441652707984
"S08000029",2021-01-01,"Respiratory Medicine",38.0222222222222,37.5666666666667,0.98801870251315
"S08000029",2021-04-01,"Respiratory Medicine",37.2747252747253,37.2747252747253,1
"S08000029",2021-07-01,"Respiratory Medicine",39.7065217391304,39.6847826086956,0.999452504790583
"S08000029",2021-10-01,"Respiratory Medicine",39.9673913043478,39.945652173913,0.999456078324721
"S08000029",2022-01-01,"Respiratory Medicine",38.9777777777778,38.9666666666667,0.999714937286203
"S08000029",2022-04-01,"Respiratory Medicine",39.5714285714286,39.5714285714286,1
"S08000029",2022-07-01,"Respiratory Medicine",41.554347826087,41.554347826087,1
"S08000029",2022-10-01,"Respiratory Medicine",42.1521739130435,42.1521739130435,1
"S08000029",2023-01-01,"Respiratory Medicine",42.4666666666667,42.4666666666667,1
"S08000029",2023-04-01,"Respiratory Medicine",43.2747252747253,43.2747252747253,1
"S08000029",2023-07-01,"Respiratory Medicine",41.2173913043478,41.2173913043478,1
"S08000029",2023-10-01,"Respiratory Medicine",46.7065217391304,46.7065217391304,1
"S08000029",2024-01-01,"Respiratory Medicine",45.6483516483516,45.6483516483516,1
"S08000029",2024-04-01,"Respiratory Medicine",44.5164835164835,44.5164835164835,1
"S08000029",2019-07-01,"Rheumatology",0.0434782608695652,0.0434782608695652,1
"S08000029",2019-04-01,"Surgery Grouping",170.450549450549,131.010989010989,0.768615821030237
"S08000029",2019-07-01,"Surgery Grouping",175.086956521739,130.097826086957,0.743046933200894
"S08000029",2019-10-01,"Surgery Grouping",171.173913043478,120.913043478261,0.706375412750825
"S08000029",2020-01-01,"Surgery Grouping",173.384615384615,115.692307692308,0.667258207630878
"S08000029",2020-04-01,"Surgery Grouping",214.32967032967,86.8461538461538,0.405198933552092
"S08000029",2020-07-01,"Surgery Grouping",207.195652173913,114.847826086957,0.554296506137866
"S08000029",2020-10-01,"Surgery Grouping",205.989130434783,113.554347826087,0.551263785552214
"S08000029",2021-01-01,"Surgery Grouping",196.988888888889,114.388888888889,0.580687009983643
"S08000029",2021-04-01,"Surgery Grouping",206.681318681319,123.89010989011,0.599425776265419
"S08000029",2021-07-01,"Surgery Grouping",211.021739130435,129.576086956522,0.614041413413001
"S08000029",2021-10-01,"Surgery Grouping",201.086956521739,121.358695652174,0.603513513513513
"S08000029",2022-01-01,"Surgery Grouping",202.144444444444,125.833333333333,0.6224921673171
"S08000029",2022-04-01,"Surgery Grouping",204.714285714286,129.769230769231,0.633904127972516
"S08000029",2022-07-01,"Surgery Grouping",204.771739130435,129.608695652174,0.632942300546738
"S08000029",2022-10-01,"Surgery Grouping",200.25,126.597826086957,0.632198881832492
"S08000029",2023-01-01,"Surgery Grouping",222.711111111111,120.766666666667,0.542257034524047
"S08000029",2023-04-01,"Surgery Grouping",235.230769230769,129.021978021978,0.548491077268056
"S08000029",2023-07-01,"Surgery Grouping",230.869565217391,133.5,0.578248587570621
"S08000029",2023-10-01,"Surgery Grouping",224.913043478261,130.413043478261,0.579837618403248
"S08000029",2024-01-01,"Surgery Grouping",213.153846153846,124.450549450549,0.583853173171109
"S08000029",2024-04-01,"Surgery Grouping",224.747252747253,137.681318681319,0.612605124193233
"S08000029",2019-04-01,"Trauma and Orthopaedic Surgery",57.021978021978,45.9010989010989,0.804972056272885
"S08000029",2019-07-01,"Trauma and Orthopaedic Surgery",58.5869565217391,44.6630434782609,0.762337662337662
"S08000029",2019-10-01,"Trauma and Orthopaedic Surgery",59.2065217391304,45.4891304347826,0.768312832751974
"S08000029",2020-01-01,"Trauma and Orthopaedic Surgery",54.8131868131868,44.7362637362637,0.816158781074579
"S08000029",2020-04-01,"Trauma and Orthopaedic Surgery",56.8241758241758,33.2417582417582,0.584993231483272
"S08000029",2020-07-01,"Trauma and Orthopaedic Surgery",52.195652173913,35.5326086956522,0.680758017492711
"S08000029",2020-10-01,"Trauma and Orthopaedic Surgery",49.945652173913,39.9239130434783,0.799347116430903
"S08000029",2021-01-01,"Trauma and Orthopaedic Surgery",46.9222222222222,37.2222222222222,0.793274923040493
"S08000029",2021-04-01,"Trauma and Orthopaedic Surgery",49.8241758241758,38.7252747252747,0.777238641376268
"S08000029",2021-07-01,"Trauma and Orthopaedic Surgery",58.8152173913044,48.2717391304348,0.820735538717427
"S08000029",2021-10-01,"Trauma and Orthopaedic Surgery",49.7826086956522,40,0.803493449781659
"S08000029",2022-01-01,"Trauma and Orthopaedic Surgery",53.5111111111111,45.5777777777778,0.851744186046511
"S08000029",2022-04-01,"Trauma and Orthopaedic Surgery",52.8901098901099,44.9120879120879,0.849158528984002
"S08000029",2022-07-01,"Trauma and Orthopaedic Surgery",55.0652173913044,47.0108695652174,0.853730754046585
"S08000029",2022-10-01,"Trauma and Orthopaedic Surgery",54.1521739130435,46.6086956521739,0.86069851465275
"S08000029",2023-01-01,"Trauma and Orthopaedic Surgery",73.2333333333333,38.6888888888889,0.528296161432256
"S08000029",2023-04-01,"Trauma and Orthopaedic Surgery",79.3516483516484,48.4175824175824,0.610164797119513
"S08000029",2023-07-01,"Trauma and Orthopaedic Surgery",75.0434782608696,48.7282608695652,0.64933371958285
"S08000029",2023-10-01,"Trauma and Orthopaedic Surgery",70.2934782608696,47.0108695652174,0.668779959795887
"S08000029",2024-01-01,"Trauma and Orthopaedic Surgery",64.8021978021978,44.9230769230769,0.693233847719179
"S08000029",2024-04-01,"Trauma and Orthopaedic Surgery",75.1098901098901,53.8351648351648,0.716752011704462
"S08000029",2019-04-01,"Urology",18.6593406593407,17.1098901098901,0.916961130742049
"S08000029",2019-07-01,"Urology",21.8260869565217,16.6195652173913,0.761454183266932
"S08000029",2019-10-01,"Urology",21.6086956521739,16.7065217391304,0.773138832997988
"S08000029",2020-01-01,"Urology",20.1428571428571,15.010989010989,0.745226404800873
"S08000029",2020-04-01,"Urology",30.1538461538462,10.4065934065934,0.345116618075802
"S08000029",2020-07-01,"Urology",43.1304347826087,17.0760869565217,0.395917338709677
"S08000029",2020-10-01,"Urology",41.9239130434783,13.8586956521739,0.330567798807363
"S08000029",2021-01-01,"Urology",42.6333333333333,14.6111111111111,0.342715663278603
"S08000029",2021-04-01,"Urology",46.2417582417582,18.1098901098901,0.391634980988593
"S08000029",2021-07-01,"Urology",47.3586956521739,15.7282608695652,0.33210924948359
"S08000029",2021-10-01,"Urology",49.1304347826087,18.2826086956522,0.37212389380531
"S08000029",2022-01-01,"Urology",45.3333333333333,15.9888888888889,0.352696078431373
"S08000029",2022-04-01,"Urology",47.9560439560439,19.956043956044,0.416131989000917
"S08000029",2022-07-01,"Urology",48.6413043478261,18.804347826087,0.38659217877095
"S08000029",2022-10-01,"Urology",46.1739130434783,17.6086956521739,0.38135593220339
"S08000029",2023-01-01,"Urology",49.3111111111111,19.5888888888889,0.397251013970257
"S08000029",2023-04-01,"Urology",47.7142857142857,17.8681318681319,0.37448180561953
"S08000029",2023-07-01,"Urology",47.7717391304348,19.25,0.402957906712173
"S08000029",2023-10-01,"Urology",48.4239130434783,19.4347826086957,0.401346801346801
"S08000029",2024-01-01,"Urology",46.1428571428571,17.3296703296703,0.375565610859728
"S08000029",2024-04-01,"Urology",47.7912087912088,18.978021978022,0.397102782248793
"S08000029",2019-04-01,"Women and Newborn Grouping",67.2967032967033,27.4945054945055,0.408556499020248
"S08000029",2019-07-01,"Women and Newborn Grouping",67.0869565217391,28.6413043478261,0.426928062216461
"S08000029",2019-10-01,"Women and Newborn Grouping",65.9021739130435,26.0434782608696,0.395183902358568
"S08000029",2020-01-01,"Women and Newborn Grouping",63.6483516483516,25.7472527472527,0.404523480662983
"S08000029",2020-04-01,"Women and Newborn Grouping",73.1318681318681,21.1428571428571,0.289105935386927
"S08000029",2020-07-01,"Women and Newborn Grouping",68.3695652173913,24.0326086956522,0.351510333863275
"S08000029",2020-10-01,"Women and Newborn Grouping",61.7391304347826,22.6521739130435,0.366901408450704
"S08000029",2021-01-01,"Women and Newborn Grouping",61.4111111111111,20.5444444444444,0.334539533200651
"S08000029",2021-04-01,"Women and Newborn Grouping",63.7802197802198,24.1978021978022,0.379393521709166
"S08000029",2021-07-01,"Women and Newborn Grouping",59.1847826086956,25.7826086956522,0.435629017447199
"S08000029",2021-10-01,"Women and Newborn Grouping",58.2282608695652,23.7173913043478,0.407317528467426
"S08000029",2022-01-01,"Women and Newborn Grouping",58.3777777777778,22.4,0.383707651313285
"S08000029",2022-04-01,"Women and Newborn Grouping",58.2527472527473,21.8571428571429,0.375212224108659
"S08000029",2022-07-01,"Women and Newborn Grouping",57.945652173913,22.3260869565217,0.385293565935097
"S08000029",2022-10-01,"Women and Newborn Grouping",59.1847826086956,25.1195652173913,0.424426078971534
"S08000029",2023-01-01,"Women and Newborn Grouping",58.2777777777778,23.3111111111111,0.4
"S08000029",2023-04-01,"Women and Newborn Grouping",54.5274725274725,23.7472527472527,0.435509875050383
"S08000029",2023-07-01,"Women and Newborn Grouping",53.0217391304348,25.8586956521739,0.48769987699877
"S08000029",2023-10-01,"Women and Newborn Grouping",45.4130434782609,24.695652173913,0.543800861656295
"S08000029",2024-01-01,"Women and Newborn Grouping",46.0989010989011,23.032967032967,0.499642431466031
"S08000029",2024-04-01,"Women and Newborn Grouping",50.6263736263736,22.0879120879121,0.4362925982201
"S08000019",2019-04-01,"Accident & Emergency",1.05494505494505,1.05494505494505,1
"S08000019",2019-07-01,"Accident & Emergency",0.706521739130435,0.706521739130435,1
"S08000019",2019-10-01,"Accident & Emergency",0.576086956521739,0.576086956521739,1
"S08000019",2020-01-01,"Accident & Emergency",0.835164835164835,0.835164835164835,1
"S08000019",2020-04-01,"Accident & Emergency",0.56043956043956,0.56043956043956,1
"S08000019",2020-07-01,"Accident & Emergency",0.793478260869565,0.793478260869565,1
"S08000019",2020-10-01,"Accident & Emergency",0.489130434782609,0.489130434782609,1
"S08000019",2021-01-01,"Accident & Emergency",0.344444444444444,0.344444444444444,1
"S08000019",2021-04-01,"Accident & Emergency",0.604395604395604,0.604395604395604,1
"S08000019",2021-07-01,"Accident & Emergency",0.521739130434783,0.521739130434783,1
"S08000019",2021-10-01,"Accident & Emergency",0.445652173913043,0.445652173913043,1
"S08000019",2022-01-01,"Accident & Emergency",0.4,0.4,1
"S08000019",2022-04-01,"Accident & Emergency",0.714285714285714,0.714285714285714,1
"S08000019",2022-07-01,"Accident & Emergency",0.58695652173913,0.58695652173913,1
"S08000019",2022-10-01,"Accident & Emergency",0.315217391304348,0.315217391304348,1
"S08000019",2023-01-01,"Accident & Emergency",0.333333333333333,0.333333333333333,1
"S08000019",2023-04-01,"Accident & Emergency",0.450549450549451,0.450549450549451,1
"S08000019",2023-07-01,"Accident & Emergency",0.282608695652174,0.282608695652174,1
"S08000019",2023-10-01,"Accident & Emergency",0.173913043478261,0.173913043478261,1
"S08000019",2024-01-01,"Accident & Emergency",0.252747252747253,0.252747252747253,1
"S08000019",2024-04-01,"Accident & Emergency",0.0989010989010989,0.0989010989010989,1
"S08000019",2019-04-01,"All Acute",726.065934065934,561.901098901099,0.773898171691488
"S08000019",2019-07-01,"All Acute",770.076086956522,532.347826086957,0.691292503564018
"S08000019",2019-10-01,"All Acute",775.119565217391,561.358695652174,0.72422206952644
"S08000019",2020-01-01,"All Acute",774.32967032967,566.252747252747,0.731281221616712
