"hsct22_name","date","year","month","specialty","waits_over_18_weeks","waits_over_52_weeks","total_waits"
"Belfast",2023-03-01,2023,"Mar","Restorative Dentistry",706,337,1170
"Belfast",2023-03-01,2023,"Mar","Rheumatology",5256,4380,6068
"Belfast",2023-03-01,2023,"Mar","T & O Surgery",18088,12744,24278
"Belfast",2023-03-01,2023,"Mar","Thoracic Medicine",1738,641,2988
"Belfast",2023-03-01,2023,"Mar","Thoracic Surgery",259,228,410
"Belfast",2023-03-01,2023,"Mar","Urology",4689,3521,7084
"Belfast",2023-09-01,2023,"Sep","Cardiac Surgery",82,5,323
"Belfast",2023-09-01,2023,"Sep","Cardiology",3611,2084,5808
"Belfast",2023-09-01,2023,"Sep","Chemical Pathology",5,5,77
"Belfast",2023-09-01,2023,"Sep","Clinical Genetics",163,0,653
"Belfast",2023-09-01,2023,"Sep","Clinical Neuro-Physiology",48,22,76
"Belfast",2023-09-01,2023,"Sep","Clinical Oncology",0,0,234
"Belfast",2023-09-01,2023,"Sep","Dental Medicine Specialties",867,334,1344
"Belfast",2023-09-01,2023,"Sep","Dermatology",8031,5975,10827
"Belfast",2023-09-01,2023,"Sep","ENT",9241,7204,11216
"Belfast",2023-09-01,2023,"Sep","Endocrinology",1272,702,2053
"Belfast",2023-09-01,2023,"Sep","Gastroenterology",5226,3372,7793
"Belfast",2023-09-01,2023,"Sep","General Medicine",3197,2567,3702
"Belfast",2023-09-01,2023,"Sep","General Surgery",15646,11720,20496
"Belfast",2023-09-01,2023,"Sep","Geriatric Medicine",152,12,821
"Belfast",2023-09-01,2023,"Sep","Gynaecology",4347,1674,7744
"Belfast",2023-09-01,2023,"Sep","Haematology (Clinical)",31,0,239
"Belfast",2023-09-01,2023,"Sep","Infectious Diseases",34,18,66
"Belfast",2023-09-01,2023,"Sep","Learning Disability",1,0,33
"Belfast",2023-09-01,2023,"Sep","Medical Oncology",0,0,77
"Belfast",2023-09-01,2023,"Sep","Nephrology",77,18,351
"Belfast",2023-09-01,2023,"Sep","Neurology",6472,5011,7703
"Belfast",2023-09-01,2023,"Sep","Neurosurgery",1098,637,1658
"Belfast",2023-09-01,2023,"Sep","Obstetrics",3,0,4
"Belfast",2023-09-01,2023,"Sep","Old Age Psychiatry",16,0,108
"Belfast",2023-09-01,2023,"Sep","Ophthalmology",16807,11655,22577
"Belfast",2023-09-01,2023,"Sep","Oral Surgery",28,2,351
"Belfast",2023-09-01,2023,"Sep","Orthodontics",248,87,339
"Belfast",2023-09-01,2023,"Sep","Paediatric Dentistry",334,72,605
"Belfast",2023-09-01,2023,"Sep","Paediatric Neurology",10,1,195
"Belfast",2023-09-01,2023,"Sep","Paediatric Surgery",486,311,1008
"Belfast",2023-09-01,2023,"Sep","Paediatrics",7473,4716,10161
"Belfast",2023-09-01,2023,"Sep","Pain Management",455,149,786
"Belfast",2023-09-01,2023,"Sep","Palliative Medicine",0,0,5
"Belfast",2023-09-01,2023,"Sep","Plastic Surgery",1170,866,1479
"Belfast",2023-09-01,2023,"Sep","Radiology",33,29,75
"Belfast",2023-09-01,2023,"Sep","Rehabilitation",114,66,180
"Belfast",2023-09-01,2023,"Sep","Restorative Dentistry",699,229,1195
"Belfast",2023-09-01,2023,"Sep","Rheumatology",4937,4113,5553
"Belfast",2023-09-01,2023,"Sep","T & O Surgery",16879,11358,23647
"Belfast",2023-09-01,2023,"Sep","Thoracic Medicine",1941,866,3144
"Belfast",2023-09-01,2023,"Sep","Thoracic Surgery",261,218,403
"Belfast",2023-09-01,2023,"Sep","Urology",4683,3387,6763
"Belfast",2024-03-01,2024,"Mar","Cardiac Surgery",67,8,299
"Belfast",2024-03-01,2024,"Mar","Cardiology",3727,2178,5729
"Belfast",2024-03-01,2024,"Mar","Chemical Pathology",34,3,70
"Belfast",2024-03-01,2024,"Mar","Clinical Genetics",162,3,642
"Belfast",2024-03-01,2024,"Mar","Clinical Neuro-Physiology",55,15,90
"Belfast",2024-03-01,2024,"Mar","Clinical Oncology",0,0,208
"Belfast",2024-03-01,2024,"Mar","Dental Medicine Specialties",1035,541,1576
"Belfast",2024-03-01,2024,"Mar","Dermatology",8705,6441,11378
"Belfast",2024-03-01,2024,"Mar","ENT",8191,6389,10451
"Belfast",2024-03-01,2024,"Mar","Endocrinology",1573,971,2230
"Belfast",2024-03-01,2024,"Mar","Gastroenterology",4943,2923,7607
"Belfast",2024-03-01,2024,"Mar","General Medicine",2595,1875,3108
"Belfast",2024-03-01,2024,"Mar","General Surgery",14802,11116,18799
"Belfast",2024-03-01,2024,"Mar","Geriatric Medicine",216,9,874
"Belfast",2024-03-01,2024,"Mar","Gynaecology",4960,2194,8015
"Belfast",2024-03-01,2024,"Mar","Haematology (Clinical)",44,2,270
"Belfast",2024-03-01,2024,"Mar","Infectious Diseases",44,21,78
"Belfast",2024-03-01,2024,"Mar","Learning Disability",0,0,28
"Belfast",2024-03-01,2024,"Mar","Medical Oncology",0,0,76
"Belfast",2024-03-01,2024,"Mar","Nephrology",25,4,240
"Belfast",2024-03-01,2024,"Mar","Neurology",5745,4391,7041
"Belfast",2024-03-01,2024,"Mar","Neurosurgery",1127,661,1730
"Belfast",2024-03-01,2024,"Mar","Old Age Psychiatry",33,0,108
"Belfast",2024-03-01,2024,"Mar","Ophthalmology",18328,12296,25093
"Belfast",2024-03-01,2024,"Mar","Oral Surgery",38,9,581
"Belfast",2024-03-01,2024,"Mar","Orthodontics",248,108,345
"Belfast",2024-03-01,2024,"Mar","Paediatric Dentistry",503,120,759
"Belfast",2024-03-01,2024,"Mar","Paediatric Neurology",24,4,195
"Belfast",2024-03-01,2024,"Mar","Paediatric Surgery",477,295,876
"Belfast",2024-03-01,2024,"Mar","Paediatrics",8084,5368,10855
"Belfast",2024-03-01,2024,"Mar","Pain Management",436,118,793
"Belfast",2024-03-01,2024,"Mar","Palliative Medicine",0,0,3
"Belfast",2024-03-01,2024,"Mar","Plastic Surgery",1087,812,1356
"Belfast",2024-03-01,2024,"Mar","Radiology",38,32,95
"Belfast",2024-03-01,2024,"Mar","Rehabilitation",121,57,186
"Belfast",2024-03-01,2024,"Mar","Restorative Dentistry",223,151,684
"Belfast",2024-03-01,2024,"Mar","Rheumatology",4609,4067,5137
"Belfast",2024-03-01,2024,"Mar","T & O Surgery",17606,10625,24317
"Belfast",2024-03-01,2024,"Mar","Thoracic Medicine",2017,1021,3101
"Belfast",2024-03-01,2024,"Mar","Thoracic Surgery",271,204,426
"Belfast",2024-03-01,2024,"Mar","Urology",4711,3461,6770
"Day Case Procedure Centre",2019-12-01,2019,"Dec","General Surgery",551,60,1002
"Day Case Procedure Centre",2019-12-01,2019,"Dec","Ophthalmology",1959,329,4017
"Day Case Procedure Centre",2019-06-01,2019,"Jun","General Surgery",235,97,782
"Day Case Procedure Centre",2019-06-01,2019,"Jun","Ophthalmology",423,39,1437
"Day Case Procedure Centre",2019-09-01,2019,"Sep","General Surgery",626,147,1009
"Day Case Procedure Centre",2019-09-01,2019,"Sep","Ophthalmology",1670,190,3568
"Day Case Procedure Centre",2020-12-01,2020,"Dec","General Surgery",790,518,872
"Day Case Procedure Centre",2020-12-01,2020,"Dec","Ophthalmology",12699,9142,16063
"Day Case Procedure Centre",2020-06-01,2020,"Jun","General Surgery",741,219,934
"Day Case Procedure Centre",2020-06-01,2020,"Jun","Ophthalmology",3378,609,4187
"Day Case Procedure Centre",2020-03-01,2020,"Mar","General Surgery",557,115,932
"Day Case Procedure Centre",2020-03-01,2020,"Mar","Ophthalmology",1940,257,3865
"Day Case Procedure Centre",2020-09-01,2020,"Sep","General Surgery",860,415,961
"Day Case Procedure Centre",2020-09-01,2020,"Sep","Ophthalmology",3595,1382,4796
"Day Case Procedure Centre",2021-12-01,2021,"Dec","General Surgery",811,693,983
"Day Case Procedure Centre",2021-12-01,2021,"Dec","Ophthalmology",13298,8558,17070
"Day Case Procedure Centre",2021-06-01,2021,"Jun","General Surgery",804,709,917
"Day Case Procedure Centre",2021-06-01,2021,"Jun","Ophthalmology",12271,7655,16338
"Day Case Procedure Centre",2021-03-01,2021,"Mar","General Surgery",844,722,879
"Day Case Procedure Centre",2021-03-01,2021,"Mar","Ophthalmology",12548,9037,15338
"Day Case Procedure Centre",2021-09-01,2021,"Sep","General Surgery",754,683,935
"Day Case Procedure Centre",2021-09-01,2021,"Sep","Ophthalmology",12446,7893,16419
"Day Case Procedure Centre",2022-12-01,2022,"Dec","General Surgery",985,751,1416
"Day Case Procedure Centre",2022-12-01,2022,"Dec","Ophthalmology",13537,8764,17833
"Day Case Procedure Centre",2022-06-01,2022,"Jun","General Surgery",758,550,882
"Day Case Procedure Centre",2022-06-01,2022,"Jun","Ophthalmology",12233,7602,16447
"Day Case Procedure Centre",2022-03-01,2022,"Mar","General Surgery",794,617,917
"Day Case Procedure Centre",2022-03-01,2022,"Mar","Ophthalmology",13654,8423,17222
"Day Case Procedure Centre",2022-09-01,2022,"Sep","General Surgery",739,549,961
"Day Case Procedure Centre",2022-09-01,2022,"Sep","Ophthalmology",13034,8294,17204
"Day Case Procedure Centre",2023-12-01,2023,"Dec","General Medicine",1,1,33
"Day Case Procedure Centre",2023-12-01,2023,"Dec","General Surgery",16,7,75
"Day Case Procedure Centre",2023-12-01,2023,"Dec","Ophthalmology",18178,11855,22973
"Day Case Procedure Centre",2023-12-01,2023,"Dec","Urology",10,4,119
"Day Case Procedure Centre",2023-06-01,2023,"Jun","Cardiology",0,0,5
"Day Case Procedure Centre",2023-06-01,2023,"Jun","ENT",973,843,1117
"Day Case Procedure Centre",2023-06-01,2023,"Jun","Gastroenterology",2,0,45
"Day Case Procedure Centre",2023-06-01,2023,"Jun","General Medicine",0,0,1
"Day Case Procedure Centre",2023-06-01,2023,"Jun","General Surgery",689,443,1128
"Day Case Procedure Centre",2023-06-01,2023,"Jun","Gynaecology",24,20,56
"Day Case Procedure Centre",2023-06-01,2023,"Jun","Ophthalmology",15553,10504,20678
"Day Case Procedure Centre",2023-06-01,2023,"Jun","Paediatric Surgery",294,189,370
"Day Case Procedure Centre",2023-06-01,2023,"Jun","Plastic Surgery",7,3,170
"Day Case Procedure Centre",2023-06-01,2023,"Jun","Urology",627,472,1029
"Day Case Procedure Centre",2023-03-01,2023,"Mar","ENT",544,498,605
"Day Case Procedure Centre",2023-03-01,2023,"Mar","Gastroenterology",0,0,25
"Day Case Procedure Centre",2023-03-01,2023,"Mar","General Surgery",791,524,1137
"Day Case Procedure Centre",2023-03-01,2023,"Mar","Gynaecology",1,1,28
"Day Case Procedure Centre",2023-03-01,2023,"Mar","Ophthalmology",14562,9672,19180
"Day Case Procedure Centre",2023-03-01,2023,"Mar","Paediatric Surgery",346,192,452
"Day Case Procedure Centre",2023-03-01,2023,"Mar","Plastic Surgery",18,10,130
"Day Case Procedure Centre",2023-03-01,2023,"Mar","Urology",653,527,958
"Day Case Procedure Centre",2023-09-01,2023,"Sep","Cardiology",0,0,2
"Day Case Procedure Centre",2023-09-01,2023,"Sep","ENT",794,675,889
"Day Case Procedure Centre",2023-09-01,2023,"Sep","Gastroenterology",0,0,20
"Day Case Procedure Centre",2023-09-01,2023,"Sep","General Medicine",0,0,1
"Day Case Procedure Centre",2023-09-01,2023,"Sep","General Surgery",672,424,946
"Day Case Procedure Centre",2023-09-01,2023,"Sep","Gynaecology",16,13,60
"Day Case Procedure Centre",2023-09-01,2023,"Sep","Ophthalmology",17447,11584,22342
"Day Case Procedure Centre",2023-09-01,2023,"Sep","Paediatric Surgery",327,205,409
"Day Case Procedure Centre",2023-09-01,2023,"Sep","Plastic Surgery",11,6,316
"Day Case Procedure Centre",2023-09-01,2023,"Sep","Urology",728,465,1079
"Day Case Procedure Centre",2024-06-01,2024,"Jun","General Medicine",36,8,126
"Day Case Procedure Centre",2024-06-01,2024,"Jun","General Surgery",26,12,65
"Day Case Procedure Centre",2024-06-01,2024,"Jun","Ophthalmology",5808,4285,7031
"Day Case Procedure Centre",2024-06-01,2024,"Jun","Urology",28,12,136
"Day Case Procedure Centre",2024-03-01,2024,"Mar","General Medicine",0,0,43
"Day Case Procedure Centre",2024-03-01,2024,"Mar","General Surgery",23,15,63
"Day Case Procedure Centre",2024-03-01,2024,"Mar","Ophthalmology",18636,12331,23102
"Day Case Procedure Centre",2024-03-01,2024,"Mar","Urology",21,13,59
"Day Case Procedure Centre",2024-09-01,2024,"Sep","General Medicine",16,13,163
"Day Case Procedure Centre",2024-09-01,2024,"Sep","General Surgery",34,15,78
"Day Case Procedure Centre",2024-09-01,2024,"Sep","Ophthalmology",6238,4698,7321
"Day Case Procedure Centre",2024-09-01,2024,"Sep","Urology",10,5,52
"Northern",2019-12-01,2019,"Dec","Cardiology",1233,128,2468
"Northern",2019-12-01,2019,"Dec","Chemical Pathology",19,0,67
"Northern",2019-12-01,2019,"Dec","Dermatology",4751,3210,6391
"Northern",2019-12-01,2019,"Dec","ENT",8167,4620,11201
"Northern",2019-12-01,2019,"Dec","GP Other",36,0,291
"Northern",2019-12-01,2019,"Dec","Gastroenterology",3924,2299,6300
"Northern",2019-12-01,2019,"Dec","General Medicine",739,309,1293
"Northern",2019-12-01,2019,"Dec","General Surgery",4284,756,9683
"Northern",2019-12-01,2019,"Dec","Geriatric Medicine",75,0,327
"Northern",2019-12-01,2019,"Dec","Gynaecology",1738,90,4996
"Northern",2019-12-01,2019,"Dec","Haematology (Clinical)",329,189,482
"Northern",2019-12-01,2019,"Dec","Joint Consultant Clinics",0,0,3
"Northern",2019-12-01,2019,"Dec","Nephrology",0,0,83
"Northern",2019-12-01,2019,"Dec","Neurology",1665,1344,1985
"Northern",2019-12-01,2019,"Dec","Orthodontics",99,0,187
"Northern",2019-12-01,2019,"Dec","Paediatrics",402,0,1988
"Northern",2019-12-01,2019,"Dec","Pain Management",2477,1422,3173
"Northern",2019-12-01,2019,"Dec","Rheumatology",2327,1787,2968
"Northern",2019-12-01,2019,"Dec","Thoracic Medicine",2854,1857,3737
"Northern",2019-06-01,2019,"Jun","Cardiology",608,0,2179
"Northern",2019-06-01,2019,"Jun","Chemical Pathology",7,0,55
"Northern",2019-06-01,2019,"Jun","Dermatology",3770,2301,5644
"Northern",2019-06-01,2019,"Jun","ENT",7778,4267,11211
"Northern",2019-06-01,2019,"Jun","GP Other",16,0,264
"Northern",2019-06-01,2019,"Jun","Gastroenterology",3644,2105,5942
"Northern",2019-06-01,2019,"Jun","General Medicine",591,200,1001
"Northern",2019-06-01,2019,"Jun","General Surgery",3057,483,9171
"Northern",2019-06-01,2019,"Jun","Geriatric Medicine",28,0,255
"Northern",2019-06-01,2019,"Jun","Gynaecology",1418,89,4641
"Northern",2019-06-01,2019,"Jun","Haematology (Clinical)",264,101,467
"Northern",2019-06-01,2019,"Jun","Joint Consultant Clinics",0,0,17
"Northern",2019-06-01,2019,"Jun","Nephrology",0,0,106
"Northern",2019-06-01,2019,"Jun","Neurology",1552,1158,1891
"Northern",2019-06-01,2019,"Jun","Orthodontics",94,0,199
"Northern",2019-06-01,2019,"Jun","Paediatrics",359,0,2150
"Northern",2019-06-01,2019,"Jun","Pain Management",2232,1139,3034
"Northern",2019-06-01,2019,"Jun","Rheumatology",2139,1545,2896
"Northern",2019-06-01,2019,"Jun","Thoracic Medicine",2499,1651,3404
"Northern",2019-06-01,2019,"Jun","Urology",47,12,154
"Northern",2019-03-01,2019,"Mar","Cardiology",194,1,1953
"Northern",2019-03-01,2019,"Mar","Chemical Pathology",0,0,33
"Northern",2019-03-01,2019,"Mar","Dermatology",3408,1728,4750
"Northern",2019-03-01,2019,"Mar","ENT",7432,3798,10993
"Northern",2019-03-01,2019,"Mar","GP Other",15,0,284
"Northern",2019-03-01,2019,"Mar","Gastroenterology",3338,1941,5487
"Northern",2019-03-01,2019,"Mar","General Medicine",533,195,886
"Northern",2019-03-01,2019,"Mar","General Surgery",2974,528,8623
"Northern",2019-03-01,2019,"Mar","Geriatric Medicine",22,0,224
"Northern",2019-03-01,2019,"Mar","Gynaecology",1110,60,4066
"Northern",2019-03-01,2019,"Mar","Haematology (Clinical)",254,59,416
"Northern",2019-03-01,2019,"Mar","Joint Consultant Clinics",0,0,11
"Northern",2019-03-01,2019,"Mar","Nephrology",0,0,79
"Northern",2019-03-01,2019,"Mar","Neurology",1436,1064,1816
"Northern",2019-03-01,2019,"Mar","Orthodontics",83,0,199
"Northern",2019-03-01,2019,"Mar","Paediatrics",297,1,2116
"Northern",2019-03-01,2019,"Mar","Pain Management",2070,886,2869
"Northern",2019-03-01,2019,"Mar","Rheumatology",2091,1334,2791
"Northern",2019-03-01,2019,"Mar","Thoracic Medicine",2370,1495,3183
"Northern",2019-09-01,2019,"Sep","Cardiology",973,0,2417
"Northern",2019-09-01,2019,"Sep","Chemical Pathology",7,0,56
"Northern",2019-09-01,2019,"Sep","Dermatology",4241,2834,6357
"Northern",2019-09-01,2019,"Sep","ENT",7898,4456,11193
"Northern",2019-09-01,2019,"Sep","GP Other",26,0,236
"Northern",2019-09-01,2019,"Sep","Gastroenterology",3564,1961,6014
"Northern",2019-09-01,2019,"Sep","General Medicine",674,269,1105
"Northern",2019-09-01,2019,"Sep","General Surgery",3858,603,9620
"Northern",2019-09-01,2019,"Sep","Geriatric Medicine",65,0,320
"Northern",2019-09-01,2019,"Sep","Gynaecology",1653,87,4851
"Northern",2019-09-01,2019,"Sep","Haematology (Clinical)",300,150,452
"Northern",2019-09-01,2019,"Sep","Joint Consultant Clinics",1,0,16
"Northern",2019-09-01,2019,"Sep","Nephrology",0,0,121
"Northern",2019-09-01,2019,"Sep","Neurology",1641,1256,1949
"Northern",2019-09-01,2019,"Sep","Orthodontics",106,0,186
"Northern",2019-09-01,2019,"Sep","Paediatrics",543,0,2151
"Northern",2019-09-01,2019,"Sep","Pain Management",2397,1323,3154
"Northern",2019-09-01,2019,"Sep","Rheumatology",2329,1718,3007
"Northern",2019-09-01,2019,"Sep","Thoracic Medicine",2673,1764,3595
"Northern",2019-09-01,2019,"Sep","Urology",34,15,117
"Northern",2020-12-01,2020,"Dec","Cardiology",873,182,1609
"Northern",2020-12-01,2020,"Dec","Chemical Pathology",18,0,64
"Northern",2020-12-01,2020,"Dec","Dermatology",5516,4386,6963
"Northern",2020-12-01,2020,"Dec","ENT",10704,8037,12385
"Northern",2020-12-01,2020,"Dec","GP Other",184,63,288
"Northern",2020-12-01,2020,"Dec","Gastroenterology",5519,3409,7940
"Northern",2020-12-01,2020,"Dec","General Medicine",817,318,1293
"Northern",2020-12-01,2020,"Dec","General Surgery",8497,4172,13369
"Northern",2020-12-01,2020,"Dec","Geriatric Medicine",98,5,296
"Northern",2020-12-01,2020,"Dec","Gynaecology",3987,1682,6306
"Northern",2020-12-01,2020,"Dec","Haematology (Clinical)",234,159,349
"Northern",2020-12-01,2020,"Dec","Joint Consultant Clinics",0,0,6
"Northern",2020-12-01,2020,"Dec","Nephrology",0,0,44
"Northern",2020-12-01,2020,"Dec","Neurology",2184,1761,2395
"Northern",2020-12-01,2020,"Dec","Orthodontics",205,118,298
"Northern",2020-12-01,2020,"Dec","Paediatrics",557,22,1832
"Northern",2020-12-01,2020,"Dec","Pain Management",2994,2267,3373
"Northern",2020-12-01,2020,"Dec","Rheumatology",2261,1615,2754
"Northern",2020-12-01,2020,"Dec","Thoracic Medicine",3474,2691,4089
"Northern",2020-12-01,2020,"Dec","Urology",0,0,1
"Northern",2020-06-01,2020,"Jun","Cardiology",1244,174,2048
"Northern",2020-06-01,2020,"Jun","Chemical Pathology",40,0,63
"Northern",2020-06-01,2020,"Jun","Dermatology",5288,3751,6388
"Northern",2020-06-01,2020,"Jun","ENT",9943,6212,11775
"Northern",2020-06-01,2020,"Jun","GP Other",214,2,311
"Northern",2020-06-01,2020,"Jun","Gastroenterology",4532,2323,6584
"Northern",2020-06-01,2020,"Jun","General Medicine",939,405,1329
"Northern",2020-06-01,2020,"Jun","General Surgery",7290,1801,11313
"Northern",2020-06-01,2020,"Jun","Geriatric Medicine",186,2,359
"Northern",2020-06-01,2020,"Jun","Gynaecology",3514,594,5320
"Northern",2020-06-01,2020,"Jun","Haematology (Clinical)",377,249,457
"Northern",2020-06-01,2020,"Jun","Joint Consultant Clinics",1,0,4
"Northern",2020-06-01,2020,"Jun","Nephrology",10,0,42
"Northern",2020-06-01,2020,"Jun","Neurology",1918,1530,2168
"Northern",2020-06-01,2020,"Jun","Orthodontics",175,38,223
"Northern",2020-06-01,2020,"Jun","Paediatrics",1113,17,2069
"Northern",2020-06-01,2020,"Jun","Pain Management",2829,1794,3261
"Northern",2020-06-01,2020,"Jun","Rheumatology",2314,1710,2749
"Northern",2020-06-01,2020,"Jun","Thoracic Medicine",3389,2150,3882
"Northern",2020-03-01,2020,"Mar","Cardiology",1183,172,2310
"Northern",2020-03-01,2020,"Mar","Chemical Pathology",30,0,79
"Northern",2020-03-01,2020,"Mar","Dermatology",4740,3225,6046
"Northern",2020-03-01,2020,"Mar","ENT",8863,5300,11830
"Northern",2020-03-01,2020,"Mar","GP Other",48,1,276
"Northern",2020-03-01,2020,"Mar","Gastroenterology",4022,2273,6278
"Northern",2020-03-01,2020,"Mar","General Medicine",750,311,1338
"Northern",2020-03-01,2020,"Mar","General Surgery",4511,834,9907
"Northern",2020-03-01,2020,"Mar","Geriatric Medicine",62,0,296
"Northern",2020-03-01,2020,"Mar","Gynaecology",2185,103,5102
"Northern",2020-03-01,2020,"Mar","Haematology (Clinical)",342,202,526
"Northern",2020-03-01,2020,"Mar","Joint Consultant Clinics",0,0,8
"Northern",2020-03-01,2020,"Mar","Nephrology",0,0,56
"Northern",2020-03-01,2020,"Mar","Neurology",1740,1423,2005
"Northern",2020-03-01,2020,"Mar","Orthodontics",116,0,211
"Northern",2020-03-01,2020,"Mar","Paediatrics",470,0,2026
"Northern",2020-03-01,2020,"Mar","Pain Management",2435,1395,3078
"Northern",2020-03-01,2020,"Mar","Rheumatology",2187,1608,2745
"Northern",2020-03-01,2020,"Mar","Thoracic Medicine",2800,1759,3735
"Northern",2020-09-01,2020,"Sep","Cardiology",1103,199,1807
"Northern",2020-09-01,2020,"Sep","Chemical Pathology",38,0,70
"Northern",2020-09-01,2020,"Sep","Dermatology",5474,4255,7165
"Northern",2020-09-01,2020,"Sep","ENT",10697,7195,12238
"Northern",2020-09-01,2020,"Sep","GP Other",200,8,230
"Northern",2020-09-01,2020,"Sep","Gastroenterology",5126,2757,7381
"Northern",2020-09-01,2020,"Sep","General Medicine",865,337,1287
"Northern",2020-09-01,2020,"Sep","General Surgery",8193,2968,12376
"Northern",2020-09-01,2020,"Sep","Geriatric Medicine",104,0,331
"Northern",2020-09-01,2020,"Sep","Gynaecology",3863,1201,5914
"Northern",2020-09-01,2020,"Sep","Haematology (Clinical)",342,215,423
"Northern",2020-09-01,2020,"Sep","Joint Consultant Clinics",3,1,7
"Northern",2020-09-01,2020,"Sep","Nephrology",1,0,26
"Northern",2020-09-01,2020,"Sep","Neurology",2082,1645,2261
"Northern",2020-09-01,2020,"Sep","Orthodontics",216,80,262
"Northern",2020-09-01,2020,"Sep","Paediatrics",968,16,2040
"Northern",2020-09-01,2020,"Sep","Pain Management",3003,2083,3335
"Northern",2020-09-01,2020,"Sep","Rheumatology",2203,1581,2722
"Northern",2020-09-01,2020,"Sep","Thoracic Medicine",3339,2386,3865
"Northern",2020-09-01,2020,"Sep","Urology",0,0,1
"Northern",2021-12-01,2021,"Dec","Cardiology",587,7,1451
"Northern",2021-12-01,2021,"Dec","Chemical Pathology",51,0,145
"Northern",2021-12-01,2021,"Dec","Dermatology",4710,3834,7038
"Northern",2021-12-01,2021,"Dec","ENT",10166,8629,11993
"Northern",2021-12-01,2021,"Dec","GP Other",179,111,270
"Northern",2021-12-01,2021,"Dec","Gastroenterology",6502,4608,9115
"Northern",2021-12-01,2021,"Dec","General Medicine",890,376,1341
"Northern",2021-12-01,2021,"Dec","General Surgery",11373,7177,16115
"Northern",2021-12-01,2021,"Dec","Geriatric Medicine",47,4,189
"Northern",2021-12-01,2021,"Dec","Gynaecology",5568,2958,7831
"Northern",2021-12-01,2021,"Dec","Haematology (Clinical)",310,209,516
"Northern",2021-12-01,2021,"Dec","Joint Consultant Clinics",1,0,4
"Northern",2021-12-01,2021,"Dec","Nephrology",0,0,36
"Northern",2021-12-01,2021,"Dec","Neurology",2083,1652,2422
"Northern",2021-12-01,2021,"Dec","Orthodontics",209,140,297
"Northern",2021-12-01,2021,"Dec","Paediatrics",279,0,1728
"Northern",2021-12-01,2021,"Dec","Pain Management",3256,2606,3673
"Northern",2021-12-01,2021,"Dec","Rheumatology",2766,1914,3263
"Northern",2021-12-01,2021,"Dec","Thoracic Medicine",3933,3064,4567
"Northern",2021-06-01,2021,"Jun","Cardiology",615,34,1559
"Northern",2021-06-01,2021,"Jun","Chemical Pathology",17,0,65
"Northern",2021-06-01,2021,"Jun","Dermatology",5155,4563,6940
"Northern",2021-06-01,2021,"Jun","ENT",11300,8985,13245
"Northern",2021-06-01,2021,"Jun","GP Other",212,153,301
"Northern",2021-06-01,2021,"Jun","Gastroenterology",5971,4251,8961
"Northern",2021-06-01,2021,"Jun","General Medicine",895,385,1445
"Northern",2021-06-01,2021,"Jun","General Surgery",10164,6087,15092
"Northern",2021-06-01,2021,"Jun","Geriatric Medicine",47,13,262
"Northern",2021-06-01,2021,"Jun","Gynaecology",4977,2320,7557
"Northern",2021-06-01,2021,"Jun","Haematology (Clinical)",250,158,438
"Northern",2021-06-01,2021,"Jun","Joint Consultant Clinics",1,0,7
"Northern",2021-06-01,2021,"Jun","Nephrology",0,0,32
"Northern",2021-06-01,2021,"Jun","Neurology",2294,1959,2533
"Northern",2021-06-01,2021,"Jun","Orthodontics",259,175,320
"Northern",2021-06-01,2021,"Jun","Paediatrics",168,1,1495
"Northern",2021-06-01,2021,"Jun","Pain Management",3091,2566,3577
"Northern",2021-06-01,2021,"Jun","Rheumatology",2603,1870,3223
"Northern",2021-06-01,2021,"Jun","Thoracic Medicine",3791,3043,4492
"Northern",2021-03-01,2021,"Mar","Cardiology",702,176,1521
"Northern",2021-03-01,2021,"Mar","Chemical Pathology",13,0,51
"Northern",2021-03-01,2021,"Mar","Dermatology",5092,4495,6294
"Northern",2021-03-01,2021,"Mar","ENT",11116,9087,12749
"Northern",2021-03-01,2021,"Mar","GP Other",226,166,336
"Northern",2021-03-01,2021,"Mar","Gastroenterology",5843,4096,8525
"Northern",2021-03-01,2021,"Mar","General Medicine",899,424,1364
"Northern",2021-03-01,2021,"Mar","General Surgery",9536,5922,14507
"Northern",2021-03-01,2021,"Mar","Geriatric Medicine",102,22,311
"Northern",2021-03-01,2021,"Mar","Gynaecology",4720,2403,7064
"Northern",2021-03-01,2021,"Mar","Haematology (Clinical)",211,152,367
"Northern",2021-03-01,2021,"Mar","Joint Consultant Clinics",0,0,7
"Northern",2021-03-01,2021,"Mar","Nephrology",0,0,70
"Northern",2021-03-01,2021,"Mar","Neurology",2231,1892,2474
"Northern",2021-03-01,2021,"Mar","Orthodontics",242,180,295
"Northern",2021-03-01,2021,"Mar","Paediatrics",285,23,1502
"Northern",2021-03-01,2021,"Mar","Pain Management",3067,2558,3512
"Northern",2021-03-01,2021,"Mar","Rheumatology",2424,1771,2989
"Northern",2021-03-01,2021,"Mar","Thoracic Medicine",3884,3104,4490
"Northern",2021-09-01,2021,"Sep","Cardiology",609,8,1561
"Northern",2021-09-01,2021,"Sep","Chemical Pathology",23,0,110
"Northern",2021-09-01,2021,"Sep","Dermatology",4840,4209,7349
"Northern",2021-09-01,2021,"Sep","ENT",10720,8853,12883
"Northern",2021-09-01,2021,"Sep","GP Other",182,132,274
"Northern",2021-09-01,2021,"Sep","Gastroenterology",6231,4507,9178
"Northern",2021-09-01,2021,"Sep","General Medicine",910,375,1435
