"date","hospital_code","hospital_name","specialism","daily_beds_available","daily_beds_occupied","beds_occupancy_rate"
"Feb-21","7A2AG","Glangwili General Hospital","maternity",22.530001,16.89,74.9667
"Mar-21","7A2AG","Glangwili General Hospital","maternity",22.530001,16.74,74.3009
"Apr-21","7A2AG","Glangwili General Hospital","maternity",22.530001,17.47,77.5411
"May-21","7A2AG","Glangwili General Hospital","maternity",24.530001,15.38,62.6987
"Jun-21","7A2AG","Glangwili General Hospital","maternity",26.040001,21.95,84.2934
"Jul-21","7A2AG","Glangwili General Hospital","maternity",26.040001,20.930001,80.3763
"Aug-21","7A2AG","Glangwili General Hospital","maternity",26.040001,19.519999,74.9616
"Sep-21","7A2AG","Glangwili General Hospital","maternity",26.040001,20.289999,77.9186
"Oct-21","7A2AG","Glangwili General Hospital","maternity",26.040001,21.009999,80.6836
"Nov-21","7A2AG","Glangwili General Hospital","maternity",26.040001,21,80.6452
"Dec-21","7A2AG","Glangwili General Hospital","maternity",26.040001,21.45,82.3733
"Jan-22","7A2AG","Glangwili General Hospital","maternity",26.040001,20.570001,78.9939
"Feb-22","7A2AG","Glangwili General Hospital","maternity",23.040001,19.21,83.3767
"Mar-22","7A2AG","Glangwili General Hospital","maternity",22.040001,17.77,80.6261
"Apr-22","7A2AG","Glangwili General Hospital","maternity",18.1,18.1,100
"May-22","7A2AG","Glangwili General Hospital","maternity",19.98,19.98,100
"Jun-22","7A2AG","Glangwili General Hospital","maternity",16.33,16.33,100
"Jul-22","7A2AG","Glangwili General Hospital","maternity",24.51,20.51,83.6801
"Aug-22","7A2AG","Glangwili General Hospital","maternity",25.33,18.3,72.2463
"Sep-22","7A2AG","Glangwili General Hospital","maternity",25.03,20.04,80.0639
"Oct-22","7A2AG","Glangwili General Hospital","maternity",24.03,18.35,76.3629
"Nov-22","7A2AG","Glangwili General Hospital","maternity",25.03,19.78,79.0252
"Dec-22","7A2AG","Glangwili General Hospital","maternity",20.5,16.68,81.3659
"Jan-23","7A2AG","Glangwili General Hospital","maternity",22.42,20.24,90.2765
"Feb-23","7A2AG","Glangwili General Hospital","maternity",20.45,19.48,95.2567
"Mar-23","7A2AG","Glangwili General Hospital","maternity",18.1,18.1,100
"Jan-21","7A2AG","Glangwili General Hospital","medical_acute",209.870004,172.880003,82.3748
"Feb-21","7A2AG","Glangwili General Hospital","medical_acute",209.870004,161.619997,77.0096
"Mar-21","7A2AG","Glangwili General Hospital","medical_acute",209.870004,175.199996,83.4802
"Apr-21","7A2AG","Glangwili General Hospital","medical_acute",209.870004,169.01,80.5308
"May-21","7A2AG","Glangwili General Hospital","medical_acute",218.870003,187.4,85.6216
"Jun-21","7A2AG","Glangwili General Hospital","medical_acute",223.870003,186.869998,83.4725
"Jul-21","7A2AG","Glangwili General Hospital","medical_acute",223.870003,188.409995,84.1604
"Aug-21","7A2AG","Glangwili General Hospital","medical_acute",221.260004,197.679994,89.3429
"Sep-21","7A2AG","Glangwili General Hospital","medical_acute",221.260004,194.080003,87.7158
"Oct-21","7A2AG","Glangwili General Hospital","medical_acute",221.260004,200.880001,90.7891
"Nov-21","7A2AG","Glangwili General Hospital","medical_acute",221.260004,200.960002,90.8253
"Dec-21","7A2AG","Glangwili General Hospital","medical_acute",221.260004,197.559995,89.2886
"Jan-22","7A2AG","Glangwili General Hospital","medical_acute",207.050003,201.079997,97.1166
"Feb-22","7A2AG","Glangwili General Hospital","medical_acute",211.139999,204.889999,97.0399
"Mar-22","7A2AG","Glangwili General Hospital","medical_acute",206.789999,202.020004,97.6933
"Apr-22","7A2AG","Glangwili General Hospital","medical_acute",204.1,181.95,89.1475
"May-22","7A2AG","Glangwili General Hospital","medical_acute",208.05,208.05,100
"Jun-22","7A2AG","Glangwili General Hospital","medical_acute",210.7,190.92,90.6122
"Jul-22","7A2AG","Glangwili General Hospital","medical_acute",204.16,202.84,99.3534
"Aug-22","7A2AG","Glangwili General Hospital","medical_acute",242.69,212.34,87.4943
"Sep-22","7A2AG","Glangwili General Hospital","medical_acute",240.09,224.9,93.6732
"Oct-22","7A2AG","Glangwili General Hospital","medical_acute",239.24,222.53,93.0154
"Nov-22","7A2AG","Glangwili General Hospital","medical_acute",243.78,216.35,88.7481
"Dec-22","7A2AG","Glangwili General Hospital","medical_acute",240.8,197.9,82.1844
"Jan-23","7A2AG","Glangwili General Hospital","medical_acute",202.65,185.13,91.3546
"Feb-23","7A2AG","Glangwili General Hospital","medical_acute",205.64,204.43,99.4116
"Mar-23","7A2AG","Glangwili General Hospital","medical_acute",209.76,209.76,100
"Jan-21","7A2AG","Glangwili General Hospital","surgical_acute",114.950001,81.58,70.97
"Feb-21","7A2AG","Glangwili General Hospital","surgical_acute",114.950001,81.760001,71.1266
"Mar-21","7A2AG","Glangwili General Hospital","surgical_acute",114.950001,91.74,79.8086
"Apr-21","7A2AG","Glangwili General Hospital","surgical_acute",114.950001,91.070002,79.2258
"May-21","7A2AG","Glangwili General Hospital","surgical_acute",123.950001,90.769999,73.2311
"Jun-21","7A2AG","Glangwili General Hospital","surgical_acute",116.090001,94.569998,81.4627
"Jul-21","7A2AG","Glangwili General Hospital","surgical_acute",116.090001,86.160001,74.2183
"Aug-21","7A2AG","Glangwili General Hospital","surgical_acute",118.700001,92.970001,78.3235
"Sep-21","7A2AG","Glangwili General Hospital","surgical_acute",118.700001,90.93,76.6049
"Oct-21","7A2AG","Glangwili General Hospital","surgical_acute",118.700001,80.820002,68.0876
"Nov-21","7A2AG","Glangwili General Hospital","surgical_acute",118.700001,74.41,62.6874
"Dec-21","7A2AG","Glangwili General Hospital","surgical_acute",118.700001,76.900002,64.7852
"Jan-22","7A2AG","Glangwili General Hospital","surgical_acute",98.009999,81.589998,83.2466
"Feb-22","7A2AG","Glangwili General Hospital","surgical_acute",98.009999,75.01,76.533
"Mar-22","7A2AG","Glangwili General Hospital","surgical_acute",91.819999,84.189999,91.6903
"Apr-22","7A2AG","Glangwili General Hospital","surgical_acute",99.28,98.23,98.9424
"May-22","7A2AG","Glangwili General Hospital","surgical_acute",91.87,91.87,100
"Jun-22","7A2AG","Glangwili General Hospital","surgical_acute",91.68,91.62,99.9346
"Jul-22","7A2AG","Glangwili General Hospital","surgical_acute",103.65,103.51,99.8649
"Aug-22","7A2AG","Glangwili General Hospital","surgical_acute",102.32,100.46,98.1822
"Sep-22","7A2AG","Glangwili General Hospital","surgical_acute",105.22,97.29,92.4634
"Oct-22","7A2AG","Glangwili General Hospital","surgical_acute",107.31,95.12,88.6404
"Nov-22","7A2AG","Glangwili General Hospital","surgical_acute",110.93,102.05,91.995
"Dec-22","7A2AG","Glangwili General Hospital","surgical_acute",118.41,109.59,92.5513
"Jan-23","7A2AG","Glangwili General Hospital","surgical_acute",95.58,93.73,98.0644
"Feb-23","7A2AG","Glangwili General Hospital","surgical_acute",95.56,92.63,96.9339
"Mar-23","7A2AG","Glangwili General Hospital","surgical_acute",97.87,97.87,100
"Jan-21","7A3FA","Glanrhyd Hospital","all_specialties",40.799999,36.799999,90.1961
"Feb-21","7A3FA","Glanrhyd Hospital","all_specialties",38.299999,33.599998,87.7285
"Mar-21","7A3FA","Glanrhyd Hospital","all_specialties",37.299999,26.6,71.3137
"Apr-21","7A3FA","Glanrhyd Hospital","all_specialties",34.900002,24.200001,69.341
"May-21","7A3FA","Glanrhyd Hospital","all_specialties",38.700001,24.1,62.2739
"Jun-21","7A3FA","Glanrhyd Hospital","all_specialties",40,26.299999,65.75
"Jul-21","7A3FA","Glanrhyd Hospital","all_specialties",27.200001,21,77.2059
"Aug-21","7A3FA","Glanrhyd Hospital","all_specialties",27.68,23.940001,86.4884
"Sep-21","7A3FA","Glanrhyd Hospital","all_specialties",31.43,29.77,94.7184
"Oct-21","7A3FA","Glanrhyd Hospital","all_specialties",31.809999,31.290001,98.3653
"Nov-21","7A3FA","Glanrhyd Hospital","all_specialties",29.27,27.9,95.3194
"Dec-21","7A3FA","Glanrhyd Hospital","all_specialties",29,25.65,88.4483
"Jan-22","7A3FA","Glanrhyd Hospital","all_specialties",32.069999,29.87,93.14
"Feb-22","7A3FA","Glanrhyd Hospital","all_specialties",31.389999,29.889999,95.2214
"Mar-22","7A3FA","Glanrhyd Hospital","all_specialties",31.48,30.969999,98.3799
"Apr-22","7A3FA","Glanrhyd Hospital","all_specialties",29,27.16,93.6552
"May-22","7A3FA","Glanrhyd Hospital","all_specialties",31.19,28.84,92.4655
"Jun-22","7A3FA","Glanrhyd Hospital","all_specialties",30.9,29.1,94.1748
"Jul-22","7A3FA","Glanrhyd Hospital","all_specialties",32.58,30.35,93.1553
"Aug-22","7A3FA","Glanrhyd Hospital","all_specialties",30.97,29.47,95.1566
"Sep-22","7A3FA","Glanrhyd Hospital","all_specialties",33.03,31.61,95.7009
"Oct-22","7A3FA","Glanrhyd Hospital","all_specialties",33.2,30.86,92.9518
"Nov-22","7A3FA","Glanrhyd Hospital","all_specialties",31.81,28.45,89.4373
"Dec-22","7A3FA","Glanrhyd Hospital","all_specialties",31.04,28.23,90.9472
"Jan-23","7A3FA","Glanrhyd Hospital","all_specialties",30.73,28.67,93.2965
"Feb-23","7A3FA","Glanrhyd Hospital","all_specialties",31.06,28.97,93.2711
"Mar-23","7A3FA","Glanrhyd Hospital","all_specialties",30,26.73,89.1
"Jan-21","7A3FA","Glanrhyd Hospital","mental_illness",40.799999,36.799999,90.1961
"Feb-21","7A3FA","Glanrhyd Hospital","mental_illness",38.299999,33.599998,87.7285
"Mar-21","7A3FA","Glanrhyd Hospital","mental_illness",37.299999,26.6,71.3137
"Apr-21","7A3FA","Glanrhyd Hospital","mental_illness",34.900002,24.200001,69.341
"May-21","7A3FA","Glanrhyd Hospital","mental_illness",38.700001,24.1,62.2739
"Jun-21","7A3FA","Glanrhyd Hospital","mental_illness",40,26.299999,65.75
"Jul-21","7A3FA","Glanrhyd Hospital","mental_illness",27.200001,21,77.2059
"Aug-21","7A3FA","Glanrhyd Hospital","mental_illness",27.68,23.940001,86.4884
"Sep-21","7A3FA","Glanrhyd Hospital","mental_illness",31.43,29.77,94.7184
"Oct-21","7A3FA","Glanrhyd Hospital","mental_illness",31.809999,31.290001,98.3653
"Nov-21","7A3FA","Glanrhyd Hospital","mental_illness",29.27,27.9,95.3194
"Dec-21","7A3FA","Glanrhyd Hospital","mental_illness",29,25.65,88.4483
"Jan-22","7A3FA","Glanrhyd Hospital","mental_illness",32.069999,29.87,93.14
"Feb-22","7A3FA","Glanrhyd Hospital","mental_illness",31.389999,29.889999,95.2214
"Mar-22","7A3FA","Glanrhyd Hospital","mental_illness",31.48,30.969999,98.3799
"Apr-22","7A3FA","Glanrhyd Hospital","mental_illness",29,27.16,93.6552
"May-22","7A3FA","Glanrhyd Hospital","mental_illness",31.19,28.84,92.4655
"Jun-22","7A3FA","Glanrhyd Hospital","mental_illness",30.9,29.1,94.1748
"Jul-22","7A3FA","Glanrhyd Hospital","mental_illness",32.58,30.35,93.1553
"Aug-22","7A3FA","Glanrhyd Hospital","mental_illness",30.97,29.47,95.1566
"Sep-22","7A3FA","Glanrhyd Hospital","mental_illness",33.03,31.61,95.7009
"Oct-22","7A3FA","Glanrhyd Hospital","mental_illness",33.2,30.86,92.9518
"Nov-22","7A3FA","Glanrhyd Hospital","mental_illness",31.81,28.45,89.4373
"Dec-22","7A3FA","Glanrhyd Hospital","mental_illness",31.04,28.23,90.9472
"Jan-23","7A3FA","Glanrhyd Hospital","mental_illness",30.73,28.67,93.2965
"Feb-23","7A3FA","Glanrhyd Hospital","mental_illness",31.06,28.97,93.2711
"Mar-23","7A3FA","Glanrhyd Hospital","mental_illness",30,26.73,89.1
"Jan-21","7A3EM","Gorseinon Hospital","all_specialties",38,37.599998,98.9474
"Feb-21","7A3EM","Gorseinon Hospital","all_specialties",38,37.400002,98.4211
"Mar-21","7A3EM","Gorseinon Hospital","all_specialties",37.5,37.5,100
"Apr-21","7A3EM","Gorseinon Hospital","all_specialties",36.700001,36.700001,100
"May-21","7A3EM","Gorseinon Hospital","all_specialties",37.599998,37.599998,100
"Jun-21","7A3EM","Gorseinon Hospital","all_specialties",37.700001,37.700001,100
"Jul-21","7A3EM","Gorseinon Hospital","all_specialties",37.799999,37.799999,100
"Aug-21","7A3EM","Gorseinon Hospital","all_specialties",38,37.650002,99.079
"Sep-21","7A3EM","Gorseinon Hospital","all_specialties",38,38,100
"Oct-21","7A3EM","Gorseinon Hospital","all_specialties",38.189999,38.130001,99.8429
"Nov-21","7A3EM","Gorseinon Hospital","all_specialties",36.299999,32,88.1543
"Dec-21","7A3EM","Gorseinon Hospital","all_specialties",37.450001,37.450001,100
"Jan-22","7A3EM","Gorseinon Hospital","all_specialties",37.259998,37.23,99.9195
"Feb-22","7A3EM","Gorseinon Hospital","all_specialties",37.709999,37.709999,100
"Mar-22","7A3EM","Gorseinon Hospital","all_specialties",37.68,37.68,100
"Apr-22","7A3EM","Gorseinon Hospital","all_specialties",37.65,37.45,99.4688
"May-22","7A3EM","Gorseinon Hospital","all_specialties",38.61,38.35,99.3266
"Jun-22","7A3EM","Gorseinon Hospital","all_specialties",38.5,38.3,99.4805
"Jul-22","7A3EM","Gorseinon Hospital","all_specialties",38.65,38.65,100
"Aug-22","7A3EM","Gorseinon Hospital","all_specialties",42.2,42.07,99.6919
"Sep-22","7A3EM","Gorseinon Hospital","all_specialties",38.87,38.81,99.8456
"Oct-22","7A3EM","Gorseinon Hospital","all_specialties",39.71,39.71,100
"Nov-22","7A3EM","Gorseinon Hospital","all_specialties",39.64,39.64,100
"Dec-22","7A3EM","Gorseinon Hospital","all_specialties",38.85,28.85,74.26
"Jan-23","7A3EM","Gorseinon Hospital","all_specialties",37.87,37.87,100
"Feb-23","7A3EM","Gorseinon Hospital","all_specialties",38.84,38.84,100
"Mar-23","7A3EM","Gorseinon Hospital","all_specialties",37.93,37.93,100
"Jan-21","7A3EM","Gorseinon Hospital","geriatric_medicine",38,37.599998,98.9474
"Feb-21","7A3EM","Gorseinon Hospital","geriatric_medicine",38,37.400002,98.4211
"Mar-21","7A3EM","Gorseinon Hospital","geriatric_medicine",37.5,37.5,100
"Apr-21","7A3EM","Gorseinon Hospital","geriatric_medicine",36.700001,36.700001,100
"May-21","7A3EM","Gorseinon Hospital","geriatric_medicine",37.599998,37.599998,100
"Jun-21","7A3EM","Gorseinon Hospital","geriatric_medicine",37.700001,37.700001,100
"Jul-21","7A3EM","Gorseinon Hospital","geriatric_medicine",37.799999,37.799999,100
"Aug-21","7A3EM","Gorseinon Hospital","geriatric_medicine",38,37.650002,99.079
"Sep-21","7A3EM","Gorseinon Hospital","geriatric_medicine",38,38,100
"Oct-21","7A3EM","Gorseinon Hospital","geriatric_medicine",38.189999,38.130001,99.8429
"Nov-21","7A3EM","Gorseinon Hospital","geriatric_medicine",36.299999,32,88.1543
"Dec-21","7A3EM","Gorseinon Hospital","geriatric_medicine",37.450001,37.450001,100
"Jan-22","7A3EM","Gorseinon Hospital","geriatric_medicine",37.259998,37.23,99.9195
"Feb-22","7A3EM","Gorseinon Hospital","geriatric_medicine",37.709999,37.709999,100
"Mar-22","7A3EM","Gorseinon Hospital","geriatric_medicine",37.68,37.68,100
"Apr-22","7A3EM","Gorseinon Hospital","geriatric_medicine",37.65,37.45,99.4688
"May-22","7A3EM","Gorseinon Hospital","geriatric_medicine",37.61,37.35,99.3087
"Jun-22","7A3EM","Gorseinon Hospital","geriatric_medicine",38.5,38.3,99.4805
"Jul-22","7A3EM","Gorseinon Hospital","geriatric_medicine",38.65,38.65,100
"Aug-22","7A3EM","Gorseinon Hospital","geriatric_medicine",38.7,38.57,99.6641
"Sep-22","7A3EM","Gorseinon Hospital","geriatric_medicine",37.87,37.81,99.8416
"Oct-22","7A3EM","Gorseinon Hospital","geriatric_medicine",38.71,38.71,100
"Nov-22","7A3EM","Gorseinon Hospital","geriatric_medicine",38.64,38.64,100
"Dec-22","7A3EM","Gorseinon Hospital","geriatric_medicine",37.52,27.52,73.3475
"Jan-23","7A3EM","Gorseinon Hospital","geriatric_medicine",37.87,37.87,100
"Feb-23","7A3EM","Gorseinon Hospital","geriatric_medicine",38.84,38.84,100
"Mar-23","7A3EM","Gorseinon Hospital","geriatric_medicine",37.93,37.93,100
"Aug-22","7A3EM","Gorseinon Hospital","medical_acute",1.5,1.5,100
"Sep-22","7A3EM","Gorseinon Hospital","medical_acute",1,1,100
"Oct-22","7A3EM","Gorseinon Hospital","medical_acute",1,1,100
"Nov-22","7A3EM","Gorseinon Hospital","medical_acute",1,1,100
"Dec-22","7A3EM","Gorseinon Hospital","medical_acute",1.33,1.33,100
"May-22","7A3EM","Gorseinon Hospital","surgical_acute",1,1,100
"Aug-22","7A3EM","Gorseinon Hospital","surgical_acute",2,2,100
"Jan-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.74,0.74,100
"Feb-21","7A6RL","Gwent activity outside the Trust","all_specialties",1.06,1.06,100
"Mar-21","7A6RL","Gwent activity outside the Trust","all_specialties",2.48,2.48,100
"Apr-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.53,0.53,100
"May-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.58,0.58,100
"Jun-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.37,0.37,100
"Jul-21","7A6RL","Gwent activity outside the Trust","all_specialties",3,3,100
"Aug-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.35,0.35,100
"Sep-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.13,0.13,100
"Oct-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.29,0.29,100
"Nov-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.33,0.33,100
"Dec-21","7A6RL","Gwent activity outside the Trust","all_specialties",0.97,0.97,100
"Jan-22","7A6RL","Gwent activity outside the Trust","all_specialties",4.22,4.22,100
"Feb-22","7A6RL","Gwent activity outside the Trust","all_specialties",1.75,1.75,100
"Mar-22","7A6RL","Gwent activity outside the Trust","all_specialties",5.48,5.48,100
"Apr-22","7A6RL","Gwent activity outside the Trust","all_specialties",0.33,0.33,100
"May-22","7A6RL","Gwent activity outside the Trust","all_specialties",1.58,1.58,100
"Jun-22","7A6RL","Gwent activity outside the Trust","all_specialties",1.03,1.03,100
"Jul-22","7A6RL","Gwent activity outside the Trust","all_specialties",0.06,0.06,100
"Aug-22","7A6RL","Gwent activity outside the Trust","all_specialties",0.1,0.1,100
"Sep-22","7A6RL","Gwent activity outside the Trust","all_specialties",0.81,0.81,100
"Oct-22","7A6RL","Gwent activity outside the Trust","all_specialties",1.58,1.58,100
"Nov-22","7A6RL","Gwent activity outside the Trust","all_specialties",1.43,1.43,100
"Dec-22","7A6RL","Gwent activity outside the Trust","all_specialties",1.03,1.03,100
"Jan-23","7A6RL","Gwent activity outside the Trust","all_specialties",5.03,5.03,100
"Feb-23","7A6RL","Gwent activity outside the Trust","all_specialties",5.07,5.07,100
"Mar-23","7A6RL","Gwent activity outside the Trust","all_specialties",0.03,0.03,100
"Jan-21","7A6RL","Gwent activity outside the Trust","medical_acute",0.03,0.03,100
"Mar-21","7A6RL","Gwent activity outside the Trust","medical_acute",0.32,0.32,100
"May-21","7A6RL","Gwent activity outside the Trust","medical_acute",0.03,0.03,100
"Dec-21","7A6RL","Gwent activity outside the Trust","medical_acute",0.84,0.84,100
"Jan-22","7A6RL","Gwent activity outside the Trust","medical_acute",2.48,2.48,100
"Feb-22","7A6RL","Gwent activity outside the Trust","medical_acute",0.07,0.07,100
"Mar-22","7A6RL","Gwent activity outside the Trust","medical_acute",5.13,5.13,100
"May-22","7A6RL","Gwent activity outside the Trust","medical_acute",1,1,100
"Jun-22","7A6RL","Gwent activity outside the Trust","medical_acute",0.03,0.03,100
"Aug-22","7A6RL","Gwent activity outside the Trust","medical_acute",0.1,0.1,100
"Sep-22","7A6RL","Gwent activity outside the Trust","medical_acute",0.81,0.81,100
"Oct-22","7A6RL","Gwent activity outside the Trust","medical_acute",1,1,100
"Jan-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.71,0.71,100
"Feb-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.9,0.9,100
"Mar-21","7A6RL","Gwent activity outside the Trust","surgical_acute",1,1,100
"Apr-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.5,0.5,100
"May-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.55,0.55,100
"Jun-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.37,0.37,100
"Jul-21","7A6RL","Gwent activity outside the Trust","surgical_acute",2.97,2.97,100
"Aug-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.32,0.32,100
"Sep-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.1,0.1,100
"Oct-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.03,0.03,100
"Dec-21","7A6RL","Gwent activity outside the Trust","surgical_acute",0.1,0.1,100
"Jan-22","7A6RL","Gwent activity outside the Trust","surgical_acute",1.55,1.55,100
"Feb-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.5,0.5,100
"Mar-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.06,0.06,100
"Apr-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.03,0.03,100
"May-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.58,0.58,100
"Jun-22","7A6RL","Gwent activity outside the Trust","surgical_acute",1,1,100
"Jul-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.06,0.06,100
"Oct-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.03,0.03,100
"Nov-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.43,0.43,100
"Dec-22","7A6RL","Gwent activity outside the Trust","surgical_acute",0.03,0.03,100
"Jan-23","7A6RL","Gwent activity outside the Trust","surgical_acute",0.03,0.03,100
"Feb-23","7A6RL","Gwent activity outside the Trust","surgical_acute",0.07,0.07,100
"Mar-23","7A6RL","Gwent activity outside the Trust","surgical_acute",0.03,0.03,100
"Jan-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,25.06,83.5333
"Feb-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,25.21,84.0333
"Mar-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,25.129999,83.7667
"Apr-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,26.939999,89.8
"May-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,26.809999,89.3667
"Jun-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,26.030001,86.7667
"Jul-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,26.72,89.0667
"Aug-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,27,90
"Sep-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,27.9,93
"Oct-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,24.1,80.3333
"Nov-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",30,24.1,80.3333
"Dec-21","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24,85.7143
"Jan-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24,85.7143
"Feb-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,23.89,85.3214
"Mar-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",25,24.1,96.4
"Apr-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,25,89.2857
"May-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.9,88.9286
"Jun-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.7,88.2143
"Jul-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.6,87.8571
"Aug-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.5,87.5
"Sep-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.7,88.2143
"Oct-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,22.2,79.2857
"Nov-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,20.9,74.6429
"Dec-22","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,22.9,81.7857
"Jan-23","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.9,88.9286
"Feb-23","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.7,88.2143
"Mar-23","7A2F4","Hafen Derwen (St Davids Hospital)","all_specialties",28,24.4,87.1429
"Jan-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,22.06,88.24
"Feb-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,22.21,88.84
"Mar-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,22.549999,90.2
"Apr-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,23.969999,95.88
"May-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,23.809999,95.24
"Jun-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,23.030001,92.12
"Jul-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,23.4,93.6
"Aug-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.4,97.6
"Sep-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.9,99.6
"Oct-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,21.1,84.4
"Nov-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,23.9,95.6
"Dec-21","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24,96
"Jan-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24,96
"Feb-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,23.89,95.56
"Mar-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.1,96.4
"Apr-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,25,100
"May-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.9,99.6
"Jun-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,23.7,94.8
"Jul-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.6,98.4
"Aug-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.5,98
"Sep-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.7,98.8
"Oct-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,22.2,88.8
"Nov-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,20.9,83.6
"Dec-22","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,22.9,91.6
"Jan-23","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.9,99.6
"Feb-23","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.7,98.8
"Mar-23","7A2F4","Hafen Derwen (St Davids Hospital)","mental_illness",25,24.4,97.6
"Jan-21","7A3G8","Hafod y Wennol (Hensol Hospital)","all_specialties",8,4.4,55
"Feb-21","7A3G8","Hafod y Wennol (Hensol Hospital)","all_specialties",8,3.9,48.75
"Mar-21","7A3G8","Hafod y Wennol (Hensol Hospital)","all_specialties",8,2.1,26.25
"Apr-21","7A3G8","Hafod y Wennol (Hensol Hospital)","all_specialties",8,1.3,16.25
"May-21","7A3G8","Hafod y Wennol (Hensol Hospital)","all_specialties",8,1.6,20
"Jun-21","7A3G8","Hafod y Wennol (Hensol Hospital)","all_specialties",8,1.5,18.75
