"nhs_region20_name","date","year","month","treatment","waits_over_18_weeks","waits_over_52_weeks"
"South West",2021-02-01,2021,"Feb","Neurology",3889,480
"South West",2021-02-01,2021,"Feb","Neurosurgery",2388,885
"South West",2021-02-01,2021,"Feb","Ophthalmology",35172,9024
"South West",2021-02-01,2021,"Feb","Oral Surgery",17006,6750
"South West",2021-02-01,2021,"Feb","Other",41296,10937
"South West",2021-02-01,2021,"Feb","Plastic Surgery",3444,755
"South West",2021-02-01,2021,"Feb","Rheumatology",2455,252
"South West",2021-02-01,2021,"Feb","Thoracic Medicine",2218,251
"South West",2021-02-01,2021,"Feb","Total",265704,74664
"South West",2021-02-01,2021,"Feb","Trauma & Orthopaedics",61425,24127
"South West",2021-02-01,2021,"Feb","Urology",14135,3615
"East of England",2021-03-01,2021,"Mar","Cardiology",8739,462
"East of England",2021-03-01,2021,"Mar","Cardiothoracic Surgery",555,55
"East of England",2021-03-01,2021,"Mar","Dermatology",11225,1678
"East of England",2021-03-01,2021,"Mar","Ear, Nose & Throat (ENT)",26234,7900
"East of England",2021-03-01,2021,"Mar","Gastroenterology",12346,2060
"East of England",2021-03-01,2021,"Mar","General Medicine",1333,214
"East of England",2021-03-01,2021,"Mar","General Surgery",30667,8844
"East of England",2021-03-01,2021,"Mar","Geriatric Medicine",385,26
"East of England",2021-03-01,2021,"Mar","Gynaecology",20290,4867
"East of England",2021-03-01,2021,"Mar","Neurology",2727,87
"East of England",2021-03-01,2021,"Mar","Neurosurgery",876,168
"East of England",2021-03-01,2021,"Mar","Ophthalmology",35234,11361
"East of England",2021-03-01,2021,"Mar","Oral Surgery",12548,4820
"East of England",2021-03-01,2021,"Mar","Other",38530,9271
"East of England",2021-03-01,2021,"Mar","Plastic Surgery",7208,2558
"East of England",2021-03-01,2021,"Mar","Rheumatology",3394,185
"East of England",2021-03-01,2021,"Mar","Thoracic Medicine",3535,225
"East of England",2021-03-01,2021,"Mar","Total",298272,86225
"East of England",2021-03-01,2021,"Mar","Trauma & Orthopaedics",62539,25381
"East of England",2021-03-01,2021,"Mar","Urology",19907,6063
"London",2021-03-01,2021,"Mar","Cardiology",13806,2017
"London",2021-03-01,2021,"Mar","Cardiothoracic Surgery",1189,69
"London",2021-03-01,2021,"Mar","Dermatology",12572,1560
"London",2021-03-01,2021,"Mar","Ear, Nose & Throat (ENT)",39255,13160
"London",2021-03-01,2021,"Mar","Gastroenterology",14870,1526
"London",2021-03-01,2021,"Mar","General Medicine",966,69
"London",2021-03-01,2021,"Mar","General Surgery",30252,8480
"London",2021-03-01,2021,"Mar","Geriatric Medicine",343,16
"London",2021-03-01,2021,"Mar","Gynaecology",31306,7349
"London",2021-03-01,2021,"Mar","Neurology",5955,385
"London",2021-03-01,2021,"Mar","Neurosurgery",6115,1391
"London",2021-03-01,2021,"Mar","Ophthalmology",38770,7104
"London",2021-03-01,2021,"Mar","Oral Surgery",13843,5318
"London",2021-03-01,2021,"Mar","Other",107321,31935
"London",2021-03-01,2021,"Mar","Plastic Surgery",9186,4451
"London",2021-03-01,2021,"Mar","Rheumatology",4006,316
"London",2021-03-01,2021,"Mar","Thoracic Medicine",5159,311
"London",2021-03-01,2021,"Mar","Total",410759,103718
"London",2021-03-01,2021,"Mar","Trauma & Orthopaedics",53476,13829
"London",2021-03-01,2021,"Mar","Urology",22369,4432
"Midlands",2021-03-01,2021,"Mar","Cardiology",14448,1343
"Midlands",2021-03-01,2021,"Mar","Cardiothoracic Surgery",903,92
"Midlands",2021-03-01,2021,"Mar","Dermatology",19957,3105
"Midlands",2021-03-01,2021,"Mar","Ear, Nose & Throat (ENT)",49483,16230
"Midlands",2021-03-01,2021,"Mar","Gastroenterology",21394,2991
"Midlands",2021-03-01,2021,"Mar","General Medicine",2773,116
"Midlands",2021-03-01,2021,"Mar","General Surgery",49995,16218
"Midlands",2021-03-01,2021,"Mar","Geriatric Medicine",772,73
"Midlands",2021-03-01,2021,"Mar","Gynaecology",35900,8218
"Midlands",2021-03-01,2021,"Mar","Neurology",9387,729
"Midlands",2021-03-01,2021,"Mar","Neurosurgery",4370,1025
"Midlands",2021-03-01,2021,"Mar","Ophthalmology",65182,18030
"Midlands",2021-03-01,2021,"Mar","Oral Surgery",20330,8163
"Midlands",2021-03-01,2021,"Mar","Other",79222,23758
"Midlands",2021-03-01,2021,"Mar","Plastic Surgery",6421,2435
"Midlands",2021-03-01,2021,"Mar","Rheumatology",6690,388
"Midlands",2021-03-01,2021,"Mar","Thoracic Medicine",6930,846
"Midlands",2021-03-01,2021,"Mar","Total",539528,148923
"Midlands",2021-03-01,2021,"Mar","Trauma & Orthopaedics",107104,32803
"Midlands",2021-03-01,2021,"Mar","Urology",38267,12360
"North East and Yorkshire",2021-03-01,2021,"Mar","Cardiology",10223,1619
"North East and Yorkshire",2021-03-01,2021,"Mar","Cardiothoracic Surgery",675,171
"North East and Yorkshire",2021-03-01,2021,"Mar","Dermatology",9991,2230
"North East and Yorkshire",2021-03-01,2021,"Mar","Ear, Nose & Throat (ENT)",30816,10696
"North East and Yorkshire",2021-03-01,2021,"Mar","Gastroenterology",9730,1105
"North East and Yorkshire",2021-03-01,2021,"Mar","General Medicine",1293,140
"North East and Yorkshire",2021-03-01,2021,"Mar","General Surgery",35642,9872
"North East and Yorkshire",2021-03-01,2021,"Mar","Geriatric Medicine",247,10
"North East and Yorkshire",2021-03-01,2021,"Mar","Gynaecology",20811,5820
"North East and Yorkshire",2021-03-01,2021,"Mar","Neurology",4487,469
"North East and Yorkshire",2021-03-01,2021,"Mar","Neurosurgery",3793,1071
"North East and Yorkshire",2021-03-01,2021,"Mar","Ophthalmology",36592,10913
"North East and Yorkshire",2021-03-01,2021,"Mar","Oral Surgery",13259,4758
"North East and Yorkshire",2021-03-01,2021,"Mar","Other",48892,12113
"North East and Yorkshire",2021-03-01,2021,"Mar","Plastic Surgery",13952,5916
"North East and Yorkshire",2021-03-01,2021,"Mar","Rheumatology",2202,152
"North East and Yorkshire",2021-03-01,2021,"Mar","Thoracic Medicine",3555,451
"North East and Yorkshire",2021-03-01,2021,"Mar","Total",336813,98490
"North East and Yorkshire",2021-03-01,2021,"Mar","Trauma & Orthopaedics",68846,24795
"North East and Yorkshire",2021-03-01,2021,"Mar","Urology",21807,6189
"North West",2021-03-01,2021,"Mar","Cardiology",7130,834
"North West",2021-03-01,2021,"Mar","Cardiothoracic Surgery",1757,379
"North West",2021-03-01,2021,"Mar","Dermatology",7602,702
"North West",2021-03-01,2021,"Mar","Ear, Nose & Throat (ENT)",33768,13305
"North West",2021-03-01,2021,"Mar","Gastroenterology",21447,2663
"North West",2021-03-01,2021,"Mar","General Medicine",5034,1395
"North West",2021-03-01,2021,"Mar","General Surgery",47740,16790
"North West",2021-03-01,2021,"Mar","Geriatric Medicine",569,20
"North West",2021-03-01,2021,"Mar","Gynaecology",36743,9552
"North West",2021-03-01,2021,"Mar","Neurology",6430,1023
"North West",2021-03-01,2021,"Mar","Neurosurgery",7478,2200
"North West",2021-03-01,2021,"Mar","Ophthalmology",34759,9843
"North West",2021-03-01,2021,"Mar","Oral Surgery",24579,12885
"North West",2021-03-01,2021,"Mar","Other",54997,15195
"North West",2021-03-01,2021,"Mar","Plastic Surgery",9898,3831
"North West",2021-03-01,2021,"Mar","Rheumatology",3408,230
"North West",2021-03-01,2021,"Mar","Thoracic Medicine",2564,168
"North West",2021-03-01,2021,"Mar","Total",399785,124503
"North West",2021-03-01,2021,"Mar","Trauma & Orthopaedics",70341,25805
"North West",2021-03-01,2021,"Mar","Urology",23541,7683
"South East",2021-03-01,2021,"Mar","Cardiology",6521,366
"South East",2021-03-01,2021,"Mar","Cardiothoracic Surgery",604,147
"South East",2021-03-01,2021,"Mar","Dermatology",7574,420
"South East",2021-03-01,2021,"Mar","Ear, Nose & Throat (ENT)",37066,13638
"South East",2021-03-01,2021,"Mar","Gastroenterology",19704,2107
"South East",2021-03-01,2021,"Mar","General Medicine",1772,68
"South East",2021-03-01,2021,"Mar","General Surgery",43907,9651
"South East",2021-03-01,2021,"Mar","Geriatric Medicine",462,2
"South East",2021-03-01,2021,"Mar","Gynaecology",27973,5631
"South East",2021-03-01,2021,"Mar","Neurology",5741,225
"South East",2021-03-01,2021,"Mar","Neurosurgery",1863,567
"South East",2021-03-01,2021,"Mar","Ophthalmology",49498,12981
"South East",2021-03-01,2021,"Mar","Oral Surgery",16104,4923
"South East",2021-03-01,2021,"Mar","Other",36363,8111
"South East",2021-03-01,2021,"Mar","Plastic Surgery",6629,2470
"South East",2021-03-01,2021,"Mar","Rheumatology",3835,199
"South East",2021-03-01,2021,"Mar","Thoracic Medicine",3130,171
"South East",2021-03-01,2021,"Mar","Total",376352,89907
"South East",2021-03-01,2021,"Mar","Trauma & Orthopaedics",82064,22521
"South East",2021-03-01,2021,"Mar","Urology",25542,5709
"South West",2021-03-01,2021,"Mar","Cardiology",10221,1685
"South West",2021-03-01,2021,"Mar","Cardiothoracic Surgery",1228,282
"South West",2021-03-01,2021,"Mar","Dermatology",7029,365
"South West",2021-03-01,2021,"Mar","Ear, Nose & Throat (ENT)",20791,7166
"South West",2021-03-01,2021,"Mar","Gastroenterology",10877,1149
"South West",2021-03-01,2021,"Mar","General Medicine",2069,223
"South West",2021-03-01,2021,"Mar","General Surgery",18374,4871
"South West",2021-03-01,2021,"Mar","Geriatric Medicine",449,34
"South West",2021-03-01,2021,"Mar","Gynaecology",16757,3710
"South West",2021-03-01,2021,"Mar","Neurology",4211,566
"South West",2021-03-01,2021,"Mar","Neurosurgery",2409,896
"South West",2021-03-01,2021,"Mar","Ophthalmology",37658,10413
"South West",2021-03-01,2021,"Mar","Oral Surgery",17873,7366
"South West",2021-03-01,2021,"Mar","Other",44242,12022
"South West",2021-03-01,2021,"Mar","Plastic Surgery",3616,785
"South West",2021-03-01,2021,"Mar","Rheumatology",2821,323
"South West",2021-03-01,2021,"Mar","Thoracic Medicine",2325,271
"South West",2021-03-01,2021,"Mar","Total",281941,81956
"South West",2021-03-01,2021,"Mar","Trauma & Orthopaedics",64350,25984
"South West",2021-03-01,2021,"Mar","Urology",14641,3845
"East of England",2021-04-01,2021,"Apr","Cardiology Service",9112,353
"East of England",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",601,65
"East of England",2021-04-01,2021,"Apr","Dermatology Service",11040,1392
"East of England",2021-04-01,2021,"Apr","Ear Nose and Throat Service",27298,7122
"East of England",2021-04-01,2021,"Apr","Elderly Medicine Service",405,20
"East of England",2021-04-01,2021,"Apr","Gastroenterology Service",12967,1546
"East of England",2021-04-01,2021,"Apr","General Internal Medicine Service",1190,188
"East of England",2021-04-01,2021,"Apr","General Surgery Service",31266,8340
"East of England",2021-04-01,2021,"Apr","Gynaecology Service",21929,4670
"East of England",2021-04-01,2021,"Apr","Neurology Service",2729,74
"East of England",2021-04-01,2021,"Apr","Neurosurgical Service",914,166
"East of England",2021-04-01,2021,"Apr","Ophthalmology Service",37050,10203
"East of England",2021-04-01,2021,"Apr","Oral Surgery Service",13913,4585
"East of England",2021-04-01,2021,"Apr","Other - Medical Services",13074,2257
"East of England",2021-04-01,2021,"Apr","Other - Mental Health Services",29,0
"East of England",2021-04-01,2021,"Apr","Other - Other Services",7010,1177
"East of England",2021-04-01,2021,"Apr","Other - Paediatric Services",10085,2621
"East of England",2021-04-01,2021,"Apr","Other - Surgical Services",9563,2672
"East of England",2021-04-01,2021,"Apr","Plastic Surgery Service",7120,2375
"East of England",2021-04-01,2021,"Apr","Respiratory Medicine Service",3487,159
"East of England",2021-04-01,2021,"Apr","Rheumatology Service",3520,136
"East of England",2021-04-01,2021,"Apr","Total",309732,79714
"East of England",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",64817,23713
"East of England",2021-04-01,2021,"Apr","Urology Service",20613,5880
"London",2021-04-01,2021,"Apr","Cardiology Service",14905,1945
"London",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",1174,78
"London",2021-04-01,2021,"Apr","Dermatology Service",13037,1231
"London",2021-04-01,2021,"Apr","Ear Nose and Throat Service",42050,12350
"London",2021-04-01,2021,"Apr","Elderly Medicine Service",386,14
"London",2021-04-01,2021,"Apr","Gastroenterology Service",15980,1352
"London",2021-04-01,2021,"Apr","General Internal Medicine Service",1001,60
"London",2021-04-01,2021,"Apr","General Surgery Service",31117,7587
"London",2021-04-01,2021,"Apr","Gynaecology Service",32351,6371
"London",2021-04-01,2021,"Apr","Neurology Service",6271,349
"London",2021-04-01,2021,"Apr","Neurosurgical Service",6650,1335
"London",2021-04-01,2021,"Apr","Ophthalmology Service",39982,5760
"London",2021-04-01,2021,"Apr","Oral Surgery Service",16928,4756
"London",2021-04-01,2021,"Apr","Other - Medical Services",30432,5385
"London",2021-04-01,2021,"Apr","Other - Mental Health Services",2690,283
"London",2021-04-01,2021,"Apr","Other - Other Services",5906,1114
"London",2021-04-01,2021,"Apr","Other - Paediatric Services",30989,8768
"London",2021-04-01,2021,"Apr","Other - Surgical Services",38463,11897
"London",2021-04-01,2021,"Apr","Plastic Surgery Service",9588,4135
"London",2021-04-01,2021,"Apr","Respiratory Medicine Service",5534,256
"London",2021-04-01,2021,"Apr","Rheumatology Service",4231,274
"London",2021-04-01,2021,"Apr","Total",428730,91402
"London",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",55396,11904
"London",2021-04-01,2021,"Apr","Urology Service",23669,4198
"Midlands",2021-04-01,2021,"Apr","Cardiology Service",16096,1207
"Midlands",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",1478,201
"Midlands",2021-04-01,2021,"Apr","Dermatology Service",20715,2642
"Midlands",2021-04-01,2021,"Apr","Ear Nose and Throat Service",51689,15339
"Midlands",2021-04-01,2021,"Apr","Elderly Medicine Service",871,63
"Midlands",2021-04-01,2021,"Apr","Gastroenterology Service",23831,2702
"Midlands",2021-04-01,2021,"Apr","General Internal Medicine Service",2828,100
"Midlands",2021-04-01,2021,"Apr","General Surgery Service",52013,15570
"Midlands",2021-04-01,2021,"Apr","Gynaecology Service",38736,7789
"Midlands",2021-04-01,2021,"Apr","Neurology Service",10345,768
"Midlands",2021-04-01,2021,"Apr","Neurosurgical Service",4387,955
"Midlands",2021-04-01,2021,"Apr","Ophthalmology Service",68313,16400
"Midlands",2021-04-01,2021,"Apr","Oral Surgery Service",29456,10707
"Midlands",2021-04-01,2021,"Apr","Other - Medical Services",21880,2538
"Midlands",2021-04-01,2021,"Apr","Other - Mental Health Services",1745,91
"Midlands",2021-04-01,2021,"Apr","Other - Other Services",5237,769
"Midlands",2021-04-01,2021,"Apr","Other - Paediatric Services",21002,6242
"Midlands",2021-04-01,2021,"Apr","Other - Surgical Services",26687,9081
"Midlands",2021-04-01,2021,"Apr","Plastic Surgery Service",6814,2431
"Midlands",2021-04-01,2021,"Apr","Respiratory Medicine Service",7859,710
"Midlands",2021-04-01,2021,"Apr","Rheumatology Service",7817,334
"Midlands",2021-04-01,2021,"Apr","Total",571029,140707
"Midlands",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",111556,32082
"Midlands",2021-04-01,2021,"Apr","Urology Service",39674,11986
"North East and Yorkshire",2021-04-01,2021,"Apr","Cardiology Service",10158,1394
"North East and Yorkshire",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",740,178
"North East and Yorkshire",2021-04-01,2021,"Apr","Dermatology Service",9572,1990
"North East and Yorkshire",2021-04-01,2021,"Apr","Ear Nose and Throat Service",31350,9691
"North East and Yorkshire",2021-04-01,2021,"Apr","Elderly Medicine Service",320,1
"North East and Yorkshire",2021-04-01,2021,"Apr","Gastroenterology Service",9436,917
"North East and Yorkshire",2021-04-01,2021,"Apr","General Internal Medicine Service",1385,107
"North East and Yorkshire",2021-04-01,2021,"Apr","General Surgery Service",34420,8531
"North East and Yorkshire",2021-04-01,2021,"Apr","Gynaecology Service",21666,5371
"North East and Yorkshire",2021-04-01,2021,"Apr","Neurology Service",4067,363
"North East and Yorkshire",2021-04-01,2021,"Apr","Neurosurgical Service",4221,1174
"North East and Yorkshire",2021-04-01,2021,"Apr","Ophthalmology Service",35208,9352
"North East and Yorkshire",2021-04-01,2021,"Apr","Oral Surgery Service",14204,3778
"North East and Yorkshire",2021-04-01,2021,"Apr","Other - Medical Services",12716,2178
"North East and Yorkshire",2021-04-01,2021,"Apr","Other - Mental Health Services",227,15
"North East and Yorkshire",2021-04-01,2021,"Apr","Other - Other Services",5055,1261
"North East and Yorkshire",2021-04-01,2021,"Apr","Other - Paediatric Services",14571,3507
"North East and Yorkshire",2021-04-01,2021,"Apr","Other - Surgical Services",20490,5291
"North East and Yorkshire",2021-04-01,2021,"Apr","Plastic Surgery Service",13849,5603
"North East and Yorkshire",2021-04-01,2021,"Apr","Respiratory Medicine Service",3676,253
"North East and Yorkshire",2021-04-01,2021,"Apr","Rheumatology Service",2222,105
"North East and Yorkshire",2021-04-01,2021,"Apr","Total",339601,88937
"North East and Yorkshire",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",67827,22102
"North East and Yorkshire",2021-04-01,2021,"Apr","Urology Service",22221,5775
"North West",2021-04-01,2021,"Apr","Cardiology Service",7588,746
"North West",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",1800,364
"North West",2021-04-01,2021,"Apr","Dermatology Service",7060,512
"North West",2021-04-01,2021,"Apr","Ear Nose and Throat Service",33104,11560
"North West",2021-04-01,2021,"Apr","Elderly Medicine Service",497,19
"North West",2021-04-01,2021,"Apr","Gastroenterology Service",23899,3132
"North West",2021-04-01,2021,"Apr","General Internal Medicine Service",2452,567
"North West",2021-04-01,2021,"Apr","General Surgery Service",43500,14789
"North West",2021-04-01,2021,"Apr","Gynaecology Service",36968,8509
"North West",2021-04-01,2021,"Apr","Neurology Service",6694,945
"North West",2021-04-01,2021,"Apr","Neurosurgical Service",7897,1988
"North West",2021-04-01,2021,"Apr","Ophthalmology Service",34842,8202
"North West",2021-04-01,2021,"Apr","Oral Surgery Service",27650,12952
"North West",2021-04-01,2021,"Apr","Other - Medical Services",12033,1646
"North West",2021-04-01,2021,"Apr","Other - Mental Health Services",54,0
"North West",2021-04-01,2021,"Apr","Other - Other Services",3179,363
"North West",2021-04-01,2021,"Apr","Other - Paediatric Services",23226,6297
"North West",2021-04-01,2021,"Apr","Other - Surgical Services",19909,5457
"North West",2021-04-01,2021,"Apr","Plastic Surgery Service",9808,3533
"North West",2021-04-01,2021,"Apr","Respiratory Medicine Service",2764,118
"North West",2021-04-01,2021,"Apr","Rheumatology Service",3536,169
"North West",2021-04-01,2021,"Apr","Total",403109,112979
"North West",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",70659,23969
"North West",2021-04-01,2021,"Apr","Urology Service",23990,7142
"South East",2021-04-01,2021,"Apr","Cardiology Service",6732,274
"South East",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",660,135
"South East",2021-04-01,2021,"Apr","Dermatology Service",7682,308
"South East",2021-04-01,2021,"Apr","Ear Nose and Throat Service",36855,12090
"South East",2021-04-01,2021,"Apr","Elderly Medicine Service",493,1
"South East",2021-04-01,2021,"Apr","Gastroenterology Service",19634,1810
"South East",2021-04-01,2021,"Apr","General Internal Medicine Service",1103,47
"South East",2021-04-01,2021,"Apr","General Surgery Service",34040,6394
"South East",2021-04-01,2021,"Apr","Gynaecology Service",27797,5066
"South East",2021-04-01,2021,"Apr","Neurology Service",6064,145
"South East",2021-04-01,2021,"Apr","Neurosurgical Service",1803,607
"South East",2021-04-01,2021,"Apr","Ophthalmology Service",49717,10738
"South East",2021-04-01,2021,"Apr","Oral Surgery Service",19615,5840
"South East",2021-04-01,2021,"Apr","Other - Medical Services",12229,1147
"South East",2021-04-01,2021,"Apr","Other - Mental Health Services",129,10
"South East",2021-04-01,2021,"Apr","Other - Other Services",5298,1026
"South East",2021-04-01,2021,"Apr","Other - Paediatric Services",10261,2210
"South East",2021-04-01,2021,"Apr","Other - Surgical Services",19453,3720
"South East",2021-04-01,2021,"Apr","Plastic Surgery Service",6715,2240
"South East",2021-04-01,2021,"Apr","Respiratory Medicine Service",3300,135
"South East",2021-04-01,2021,"Apr","Rheumatology Service",4077,187
"South East",2021-04-01,2021,"Apr","Total",382323,79089
"South East",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",83054,19992
"South East",2021-04-01,2021,"Apr","Urology Service",25612,4967
"South West",2021-04-01,2021,"Apr","Cardiology Service",9989,1477
"South West",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",1264,297
"South West",2021-04-01,2021,"Apr","Dermatology Service",7029,280
"South West",2021-04-01,2021,"Apr","Ear Nose and Throat Service",22009,6373
"South West",2021-04-01,2021,"Apr","Elderly Medicine Service",454,24
"South West",2021-04-01,2021,"Apr","Gastroenterology Service",11549,1236
"South West",2021-04-01,2021,"Apr","General Internal Medicine Service",2012,197
"South West",2021-04-01,2021,"Apr","General Surgery Service",16057,3720
"South West",2021-04-01,2021,"Apr","Gynaecology Service",17711,3312
"South West",2021-04-01,2021,"Apr","Neurology Service",4421,523
"South West",2021-04-01,2021,"Apr","Neurosurgical Service",2491,888
"South West",2021-04-01,2021,"Apr","Ophthalmology Service",37038,8887
"South West",2021-04-01,2021,"Apr","Oral Surgery Service",20304,7775
"South West",2021-04-01,2021,"Apr","Other - Medical Services",9805,823
"South West",2021-04-01,2021,"Apr","Other - Mental Health Services",17,0
"South West",2021-04-01,2021,"Apr","Other - Other Services",3569,440
"South West",2021-04-01,2021,"Apr","Other - Paediatric Services",8055,2017
"South West",2021-04-01,2021,"Apr","Other - Surgical Services",23548,6855
"South West",2021-04-01,2021,"Apr","Plastic Surgery Service",3748,825
"South West",2021-04-01,2021,"Apr","Respiratory Medicine Service",2773,299
"South West",2021-04-01,2021,"Apr","Rheumatology Service",2982,299
"South West",2021-04-01,2021,"Apr","Total",285970,73900
"South West",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",64267,23629
"South West",2021-04-01,2021,"Apr","Urology Service",14878,3724
"East of England",2021-05-01,2021,"May","Cardiology Service",8618,304
"East of England",2021-05-01,2021,"May","Cardiothoracic Surgery Service",621,67
"East of England",2021-05-01,2021,"May","Dermatology Service",10021,1265
"East of England",2021-05-01,2021,"May","Ear Nose and Throat Service",26021,6625
"East of England",2021-05-01,2021,"May","Elderly Medicine Service",358,14
"East of England",2021-05-01,2021,"May","Gastroenterology Service",12243,1430
"East of England",2021-05-01,2021,"May","General Internal Medicine Service",1057,113
"East of England",2021-05-01,2021,"May","General Surgery Service",30069,7603
"East of England",2021-05-01,2021,"May","Gynaecology Service",21290,4372
"East of England",2021-05-01,2021,"May","Neurology Service",2557,59
"East of England",2021-05-01,2021,"May","Neurosurgical Service",882,174
"East of England",2021-05-01,2021,"May","Ophthalmology Service",34716,8738
"East of England",2021-05-01,2021,"May","Oral Surgery Service",13056,3802
"East of England",2021-05-01,2021,"May","Other - Medical Services",12478,2104
"East of England",2021-05-01,2021,"May","Other - Mental Health Services",23,0
"East of England",2021-05-01,2021,"May","Other - Other Services",6825,1104
"East of England",2021-05-01,2021,"May","Other - Paediatric Services",9538,2450
"East of England",2021-05-01,2021,"May","Other - Surgical Services",9365,2562
"East of England",2021-05-01,2021,"May","Plastic Surgery Service",6631,2132
"East of England",2021-05-01,2021,"May","Respiratory Medicine Service",3199,101
"East of England",2021-05-01,2021,"May","Rheumatology Service",3197,96
"East of England",2021-05-01,2021,"May","Total",292858,71331
"East of England",2021-05-01,2021,"May","Trauma and Orthopaedic Service",60558,20697
"East of England",2021-05-01,2021,"May","Urology Service",19535,5519
"London",2021-05-01,2021,"May","Cardiology Service",14190,1716
"London",2021-05-01,2021,"May","Cardiothoracic Surgery Service",948,61
"London",2021-05-01,2021,"May","Dermatology Service",11790,914
"London",2021-05-01,2021,"May","Ear Nose and Throat Service",39734,11156
"London",2021-05-01,2021,"May","Elderly Medicine Service",313,8
"London",2021-05-01,2021,"May","Gastroenterology Service",14553,1177
"London",2021-05-01,2021,"May","General Internal Medicine Service",1011,50
"London",2021-05-01,2021,"May","General Surgery Service",28610,6291
"London",2021-05-01,2021,"May","Gynaecology Service",30300,5433
"London",2021-05-01,2021,"May","Neurology Service",5928,266
"London",2021-05-01,2021,"May","Neurosurgical Service",6317,1074
"London",2021-05-01,2021,"May","Ophthalmology Service",35170,4363
"London",2021-05-01,2021,"May","Oral Surgery Service",16047,3729
"London",2021-05-01,2021,"May","Other - Medical Services",28756,4814
"London",2021-05-01,2021,"May","Other - Mental Health Services",2462,242
"London",2021-05-01,2021,"May","Other - Other Services",5521,856
"London",2021-05-01,2021,"May","Other - Paediatric Services",29091,7643
"London",2021-05-01,2021,"May","Other - Surgical Services",35802,10291
"London",2021-05-01,2021,"May","Plastic Surgery Service",8960,3686
"London",2021-05-01,2021,"May","Respiratory Medicine Service",5027,169
"London",2021-05-01,2021,"May","Rheumatology Service",3851,192
"London",2021-05-01,2021,"May","Total",398559,78195
"London",2021-05-01,2021,"May","Trauma and Orthopaedic Service",50945,10094
"London",2021-05-01,2021,"May","Urology Service",23233,3970
"Midlands",2021-05-01,2021,"May","Cardiology Service",15188,1147
"Midlands",2021-05-01,2021,"May","Cardiothoracic Surgery Service",1375,221
"Midlands",2021-05-01,2021,"May","Dermatology Service",21115,2458
"Midlands",2021-05-01,2021,"May","Ear Nose and Throat Service",50384,14392
"Midlands",2021-05-01,2021,"May","Elderly Medicine Service",652,59
"Midlands",2021-05-01,2021,"May","Gastroenterology Service",22722,2522
"Midlands",2021-05-01,2021,"May","General Internal Medicine Service",3258,104
"Midlands",2021-05-01,2021,"May","General Surgery Service",51673,15240
"Midlands",2021-05-01,2021,"May","Gynaecology Service",39611,7357
"Midlands",2021-05-01,2021,"May","Neurology Service",10079,874
"Midlands",2021-05-01,2021,"May","Neurosurgical Service",4209,849
"Midlands",2021-05-01,2021,"May","Ophthalmology Service",65386,14229
"Midlands",2021-05-01,2021,"May","Oral Surgery Service",30008,9762
"Midlands",2021-05-01,2021,"May","Other - Medical Services",22906,2418
"Midlands",2021-05-01,2021,"May","Other - Mental Health Services",158,5
"Midlands",2021-05-01,2021,"May","Other - Other Services",5529,779
"Midlands",2021-05-01,2021,"May","Other - Paediatric Services",20466,5695
"Midlands",2021-05-01,2021,"May","Other - Surgical Services",26133,8328
"Midlands",2021-05-01,2021,"May","Plastic Surgery Service",6723,2366
"Midlands",2021-05-01,2021,"May","Respiratory Medicine Service",7522,608
"Midlands",2021-05-01,2021,"May","Rheumatology Service",7097,241
"Midlands",2021-05-01,2021,"May","Total",560905,131307
"Midlands",2021-05-01,2021,"May","Trauma and Orthopaedic Service",108932,29502
"Midlands",2021-05-01,2021,"May","Urology Service",39779,12151
"North East and Yorkshire",2021-05-01,2021,"May","Cardiology Service",9618,1249
"North East and Yorkshire",2021-05-01,2021,"May","Cardiothoracic Surgery Service",660,151
"North East and Yorkshire",2021-05-01,2021,"May","Dermatology Service",8607,1746
"North East and Yorkshire",2021-05-01,2021,"May","Ear Nose and Throat Service",30042,8510
"North East and Yorkshire",2021-05-01,2021,"May","Elderly Medicine Service",256,0
"North East and Yorkshire",2021-05-01,2021,"May","Gastroenterology Service",9201,797
"North East and Yorkshire",2021-05-01,2021,"May","General Internal Medicine Service",1804,124
"North East and Yorkshire",2021-05-01,2021,"May","General Surgery Service",34090,7828
"North East and Yorkshire",2021-05-01,2021,"May","Gynaecology Service",20927,4849
"North East and Yorkshire",2021-05-01,2021,"May","Neurology Service",4557,346
"North East and Yorkshire",2021-05-01,2021,"May","Neurosurgical Service",3897,1082
"North East and Yorkshire",2021-05-01,2021,"May","Ophthalmology Service",33007,7792
"North East and Yorkshire",2021-05-01,2021,"May","Oral Surgery Service",13830,3010
