"hsct22_name","date","year","month","specialty","waits_over_18_weeks","waits_over_52_weeks"
"Belfast",2021-03-01,2021,"Mar","Dermatology",11,4038
"Belfast",2021-03-01,2021,"Mar","ENT",89,12012
"Belfast",2021-03-01,2021,"Mar","Endocrinology",0,176
"Belfast",2021-03-01,2021,"Mar","Gastroenterology",74,3062
"Belfast",2021-03-01,2021,"Mar","General Medicine",7,3509
"Belfast",2021-03-01,2021,"Mar","General Surgery",184,9312
"Belfast",2021-03-01,2021,"Mar","Geriatric Medicine",0,15
"Belfast",2021-03-01,2021,"Mar","Gynaecology",88,2527
"Belfast",2021-03-01,2021,"Mar","Haematology (Clinical)",0,27
"Belfast",2021-03-01,2021,"Mar","Infectious Diseases",0,117
"Belfast",2021-03-01,2021,"Mar","Learning Disability",0,0
"Belfast",2021-03-01,2021,"Mar","Medical Oncology",0,2
"Belfast",2021-03-01,2021,"Mar","Nephrology",17,29
"Belfast",2021-03-01,2021,"Mar","Neurology",17,3816
"Belfast",2021-03-01,2021,"Mar","Neurosurgery",31,389
"Belfast",2021-03-01,2021,"Mar","Old Age Psychiatry",0,0
"Belfast",2021-03-01,2021,"Mar","Ophthalmology",189,11078
"Belfast",2021-03-01,2021,"Mar","Oral Surgery",34,139
"Belfast",2021-03-01,2021,"Mar","Orthodontics",0,105
"Belfast",2021-03-01,2021,"Mar","Paediatric Dentistry",8,359
"Belfast",2021-03-01,2021,"Mar","Paediatric Neurology",2,42
"Belfast",2021-03-01,2021,"Mar","Paediatric Surgery",28,551
"Belfast",2021-03-01,2021,"Mar","Paediatrics",6,4320
"Belfast",2021-03-01,2021,"Mar","Pain Management",0,1537
"Belfast",2021-03-01,2021,"Mar","Palliative Medicine",0,0
"Belfast",2021-03-01,2021,"Mar","Plastic Surgery",21,1300
"Belfast",2021-03-01,2021,"Mar","Radiology",0,42
"Belfast",2021-03-01,2021,"Mar","Rehabilitation",0,21
"Belfast",2021-03-01,2021,"Mar","Restorative Dentistry",0,1288
"Belfast",2021-03-01,2021,"Mar","Rheumatology",1,4108
"Belfast",2021-03-01,2021,"Mar","T & O Surgery",399,16672
"Belfast",2021-03-01,2021,"Mar","Thoracic Medicine",0,852
"Belfast",2021-03-01,2021,"Mar","Thoracic Surgery",14,255
"Belfast",2021-03-01,2021,"Mar","Urology",130,4241
"Belfast",2021-09-01,2021,"Sep","Anaesthetics",0,0
"Belfast",2021-09-01,2021,"Sep","Cardiac Surgery",31,27
"Belfast",2021-09-01,2021,"Sep","Cardiology",50,760
"Belfast",2021-09-01,2021,"Sep","Chemical Pathology",0,3
"Belfast",2021-09-01,2021,"Sep","Clinical Genetics",0,0
"Belfast",2021-09-01,2021,"Sep","Clinical Oncology",0,0
"Belfast",2021-09-01,2021,"Sep","Dental Medicine Specialties",0,64
"Belfast",2021-09-01,2021,"Sep","Dermatology",5,4403
"Belfast",2021-09-01,2021,"Sep","ENT",89,9805
"Belfast",2021-09-01,2021,"Sep","Endocrinology",2,231
"Belfast",2021-09-01,2021,"Sep","Gastroenterology",112,3150
"Belfast",2021-09-01,2021,"Sep","General Medicine",4,3180
"Belfast",2021-09-01,2021,"Sep","General Surgery",187,9187
"Belfast",2021-09-01,2021,"Sep","Geriatric Medicine",0,12
"Belfast",2021-09-01,2021,"Sep","Gynaecology",62,1735
"Belfast",2021-09-01,2021,"Sep","Haematology (Clinical)",0,16
"Belfast",2021-09-01,2021,"Sep","Infectious Diseases",0,85
"Belfast",2021-09-01,2021,"Sep","Learning Disability",0,0
"Belfast",2021-09-01,2021,"Sep","Medical Oncology",0,2
"Belfast",2021-09-01,2021,"Sep","Nephrology",7,25
"Belfast",2021-09-01,2021,"Sep","Neurology",5,4265
"Belfast",2021-09-01,2021,"Sep","Neurosurgery",5,394
"Belfast",2021-09-01,2021,"Sep","Old Age Psychiatry",0,0
"Belfast",2021-09-01,2021,"Sep","Ophthalmology",133,10717
"Belfast",2021-09-01,2021,"Sep","Oral Surgery",2,35
"Belfast",2021-09-01,2021,"Sep","Orthodontics",0,67
"Belfast",2021-09-01,2021,"Sep","Paediatric Dentistry",16,94
"Belfast",2021-09-01,2021,"Sep","Paediatric Neurology",4,10
"Belfast",2021-09-01,2021,"Sep","Paediatric Surgery",30,520
"Belfast",2021-09-01,2021,"Sep","Paediatrics",17,4454
"Belfast",2021-09-01,2021,"Sep","Pain Management",0,1040
"Belfast",2021-09-01,2021,"Sep","Palliative Medicine",0,0
"Belfast",2021-09-01,2021,"Sep","Plastic Surgery",21,1158
"Belfast",2021-09-01,2021,"Sep","Radiology",3,39
"Belfast",2021-09-01,2021,"Sep","Rehabilitation",0,24
"Belfast",2021-09-01,2021,"Sep","Restorative Dentistry",0,783
"Belfast",2021-09-01,2021,"Sep","Rheumatology",0,3997
"Belfast",2021-09-01,2021,"Sep","T & O Surgery",351,17055
"Belfast",2021-09-01,2021,"Sep","Thoracic Medicine",0,687
"Belfast",2021-09-01,2021,"Sep","Thoracic Surgery",7,252
"Belfast",2021-09-01,2021,"Sep","Urology",80,4249
"Belfast",2022-06-01,2022,"Jun","Cardiac Surgery",40,22
"Belfast",2022-06-01,2022,"Jun","Cardiology",65,1397
"Belfast",2022-06-01,2022,"Jun","Chemical Pathology",0,4
"Belfast",2022-06-01,2022,"Jun","Child & Adolescent Psychiatry",0,0
"Belfast",2022-06-01,2022,"Jun","Clinical Genetics",0,0
"Belfast",2022-06-01,2022,"Jun","Clinical Neuro-Physiology",4,26
"Belfast",2022-06-01,2022,"Jun","Clinical Oncology",0,0
"Belfast",2022-06-01,2022,"Jun","Dental Medicine Specialties",0,0
"Belfast",2022-06-01,2022,"Jun","Dermatology",4,4498
"Belfast",2022-06-01,2022,"Jun","ENT",107,9121
"Belfast",2022-06-01,2022,"Jun","Endocrinology",2,329
"Belfast",2022-06-01,2022,"Jun","Gastroenterology",112,3519
"Belfast",2022-06-01,2022,"Jun","General Medicine",0,2859
"Belfast",2022-06-01,2022,"Jun","General Surgery",164,10330
"Belfast",2022-06-01,2022,"Jun","Geriatric Medicine",0,15
"Belfast",2022-06-01,2022,"Jun","Gynaecology",80,1663
"Belfast",2022-06-01,2022,"Jun","Haematology (Clinical)",0,3
"Belfast",2022-06-01,2022,"Jun","Infectious Diseases",0,40
"Belfast",2022-06-01,2022,"Jun","Learning Disability",0,0
"Belfast",2022-06-01,2022,"Jun","Medical Oncology",0,2
"Belfast",2022-06-01,2022,"Jun","Nephrology",11,37
"Belfast",2022-06-01,2022,"Jun","Neurology",3,4895
"Belfast",2022-06-01,2022,"Jun","Neurosurgery",9,431
"Belfast",2022-06-01,2022,"Jun","Old Age Psychiatry",0,0
"Belfast",2022-06-01,2022,"Jun","Ophthalmology",190,11724
"Belfast",2022-06-01,2022,"Jun","Oral Surgery",21,33
"Belfast",2022-06-01,2022,"Jun","Orthodontics",0,97
"Belfast",2022-06-01,2022,"Jun","Paediatric Dentistry",28,36
"Belfast",2022-06-01,2022,"Jun","Paediatric Neurology",0,7
"Belfast",2022-06-01,2022,"Jun","Paediatric Surgery",46,575
"Belfast",2022-06-01,2022,"Jun","Paediatrics",17,4092
"Belfast",2022-06-01,2022,"Jun","Pain Management",1,162
"Belfast",2022-06-01,2022,"Jun","Palliative Medicine",0,0
"Belfast",2022-06-01,2022,"Jun","Plastic Surgery",21,1113
"Belfast",2022-06-01,2022,"Jun","Radiology",1,37
"Belfast",2022-06-01,2022,"Jun","Rehabilitation",0,54
"Belfast",2022-06-01,2022,"Jun","Restorative Dentistry",0,525
"Belfast",2022-06-01,2022,"Jun","Rheumatology",0,4343
"Belfast",2022-06-01,2022,"Jun","T & O Surgery",438,15141
"Belfast",2022-06-01,2022,"Jun","Thoracic Medicine",0,743
"Belfast",2022-06-01,2022,"Jun","Thoracic Surgery",10,266
"Belfast",2022-06-01,2022,"Jun","Urology",52,4285
"Belfast",2022-03-01,2022,"Mar","Accident & Emergency",0,0
"Belfast",2022-03-01,2022,"Mar","Anaesthetics",0,0
"Belfast",2022-03-01,2022,"Mar","Cardiac Surgery",52,24
"Belfast",2022-03-01,2022,"Mar","Cardiology",63,1130
"Belfast",2022-03-01,2022,"Mar","Chemical Pathology",0,5
"Belfast",2022-03-01,2022,"Mar","Clinical Genetics",0,0
"Belfast",2022-03-01,2022,"Mar","Clinical Neuro-Physiology",5,36
"Belfast",2022-03-01,2022,"Mar","Clinical Oncology",0,0
"Belfast",2022-03-01,2022,"Mar","Dental Medicine Specialties",0,2
"Belfast",2022-03-01,2022,"Mar","Dermatology",7,3941
"Belfast",2022-03-01,2022,"Mar","ENT",148,9053
"Belfast",2022-03-01,2022,"Mar","Endocrinology",3,248
"Belfast",2022-03-01,2022,"Mar","Gastroenterology",86,3358
"Belfast",2022-03-01,2022,"Mar","General Medicine",0,2960
"Belfast",2022-03-01,2022,"Mar","General Surgery",191,9659
"Belfast",2022-03-01,2022,"Mar","Geriatric Medicine",0,12
"Belfast",2022-03-01,2022,"Mar","Gynaecology",89,1682
"Belfast",2022-03-01,2022,"Mar","Haematology (Clinical)",0,8
"Belfast",2022-03-01,2022,"Mar","Infectious Diseases",0,53
"Belfast",2022-03-01,2022,"Mar","Learning Disability",0,0
"Belfast",2022-03-01,2022,"Mar","Medical Oncology",0,2
"Belfast",2022-03-01,2022,"Mar","Nephrology",7,30
"Belfast",2022-03-01,2022,"Mar","Neurology",0,4542
"Belfast",2022-03-01,2022,"Mar","Neurosurgery",12,397
"Belfast",2022-03-01,2022,"Mar","Old Age Psychiatry",0,0
"Belfast",2022-03-01,2022,"Mar","Ophthalmology",211,11235
"Belfast",2022-03-01,2022,"Mar","Oral Surgery",13,31
"Belfast",2022-03-01,2022,"Mar","Orthodontics",0,75
"Belfast",2022-03-01,2022,"Mar","Paediatric Dentistry",21,29
"Belfast",2022-03-01,2022,"Mar","Paediatric Neurology",4,6
"Belfast",2022-03-01,2022,"Mar","Paediatric Surgery",34,514
"Belfast",2022-03-01,2022,"Mar","Paediatrics",23,5085
"Belfast",2022-03-01,2022,"Mar","Pain Management",4,167
"Belfast",2022-03-01,2022,"Mar","Palliative Medicine",0,0
"Belfast",2022-03-01,2022,"Mar","Plastic Surgery",24,1088
"Belfast",2022-03-01,2022,"Mar","Radiology",1,34
"Belfast",2022-03-01,2022,"Mar","Rehabilitation",0,51
"Belfast",2022-03-01,2022,"Mar","Restorative Dentistry",0,549
"Belfast",2022-03-01,2022,"Mar","Rheumatology",0,4199
"Belfast",2022-03-01,2022,"Mar","T & O Surgery",678,14973
"Belfast",2022-03-01,2022,"Mar","Thoracic Medicine",0,766
"Belfast",2022-03-01,2022,"Mar","Thoracic Surgery",6,274
"Belfast",2022-03-01,2022,"Mar","Urology",71,4346
"DPC",2019-12-01,2019,"Dec","General Surgery",80,60
"DPC",2019-12-01,2019,"Dec","Ophthalmology",191,329
"DPC",2019-06-01,2019,"Jun","General Surgery",59,97
"DPC",2019-06-01,2019,"Jun","Ophthalmology",8,39
"DPC",2019-09-01,2019,"Sep","General Surgery",111,147
"DPC",2019-09-01,2019,"Sep","Ophthalmology",274,190
"DPC",2020-12-01,2020,"Dec","General Surgery",14,518
"DPC",2020-12-01,2020,"Dec","Ophthalmology",110,1022
"DPC",2020-06-01,2020,"Jun","General Surgery",120,219
"DPC",2020-06-01,2020,"Jun","Ophthalmology",348,596
"DPC",2020-03-01,2020,"Mar","General Surgery",93,119
"DPC",2020-03-01,2020,"Mar","Ophthalmology",240,260
"DPC",2020-09-01,2020,"Sep","General Surgery",7,415
"DPC",2020-09-01,2020,"Sep","Ophthalmology",21,917
"DPC",2021-12-01,2021,"Dec","General Surgery",40,693
"DPC",2021-12-01,2021,"Dec","Ophthalmology",95,698
"DPC",2021-06-01,2021,"Jun","General Surgery",9,709
"DPC",2021-06-01,2021,"Jun","Ophthalmology",122,1159
"DPC",2021-03-01,2021,"Mar","General Surgery",28,722
"DPC",2021-03-01,2021,"Mar","Ophthalmology",185,1533
"DPC",2021-09-01,2021,"Sep","General Surgery",26,683
"DPC",2021-09-01,2021,"Sep","Ophthalmology",177,582
"DPC",2022-06-01,2022,"Jun","General Surgery",27,550
"DPC",2022-06-01,2022,"Jun","Ophthalmology",130,174
"DPC",2022-03-01,2022,"Mar","General Surgery",30,617
"DPC",2022-03-01,2022,"Mar","Ophthalmology",154,423
"Day Case Procedure Centre",2019-12-01,2019,"Dec","Ophthalmology",0,0
"Day Case Procedure Centre",2019-06-01,2019,"Jun","Ophthalmology",0,0
"Day Case Procedure Centre",2019-09-01,2019,"Sep","Ophthalmology",0,0
"Day Case Procedure Centre",2020-12-01,2020,"Dec","Ophthalmology",0,8120
"Day Case Procedure Centre",2020-06-01,2020,"Jun","Ophthalmology",0,13
"Day Case Procedure Centre",2020-03-01,2020,"Mar","Ophthalmology",0,0
"Day Case Procedure Centre",2020-09-01,2020,"Sep","Ophthalmology",0,465
"Day Case Procedure Centre",2021-12-01,2021,"Dec","General Surgery",0,0
"Day Case Procedure Centre",2021-12-01,2021,"Dec","Ophthalmology",0,7860
"Day Case Procedure Centre",2021-06-01,2021,"Jun","Ophthalmology",0,6496
"Day Case Procedure Centre",2021-03-01,2021,"Mar","Ophthalmology",0,7504
"Day Case Procedure Centre",2021-09-01,2021,"Sep","General Surgery",0,0
"Day Case Procedure Centre",2021-09-01,2021,"Sep","Ophthalmology",0,7311
"Day Case Procedure Centre",2022-06-01,2022,"Jun","Ophthalmology",0,7428
"Day Case Procedure Centre",2022-03-01,2022,"Mar","Ophthalmology",0,8000
"Northern",2019-12-01,2019,"Dec","Cardiology",0,128
"Northern",2019-12-01,2019,"Dec","Chemical Pathology",0,0
"Northern",2019-12-01,2019,"Dec","Dermatology",7,3210
"Northern",2019-12-01,2019,"Dec","ENT",96,4620
"Northern",2019-12-01,2019,"Dec","GP Other",27,0
"Northern",2019-12-01,2019,"Dec","Gastroenterology",172,2299
"Northern",2019-12-01,2019,"Dec","General Medicine",0,309
"Northern",2019-12-01,2019,"Dec","General Surgery",341,756
"Northern",2019-12-01,2019,"Dec","Geriatric Medicine",0,0
"Northern",2019-12-01,2019,"Dec","Gynaecology",47,90
"Northern",2019-12-01,2019,"Dec","Haematology (Clinical)",0,189
"Northern",2019-12-01,2019,"Dec","Joint Consultant Clinics",0,0
"Northern",2019-12-01,2019,"Dec","Nephrology",0,0
"Northern",2019-12-01,2019,"Dec","Neurology",0,1344
"Northern",2019-12-01,2019,"Dec","Orthodontics",0,0
"Northern",2019-12-01,2019,"Dec","Paediatrics",0,0
"Northern",2019-12-01,2019,"Dec","Pain Management",53,1422
"Northern",2019-12-01,2019,"Dec","Rheumatology",0,1787
"Northern",2019-12-01,2019,"Dec","Thoracic Medicine",0,1857
"Northern",2019-06-01,2019,"Jun","Cardiology",5,0
"Northern",2019-06-01,2019,"Jun","Chemical Pathology",0,0
"Northern",2019-06-01,2019,"Jun","Dermatology",8,2301
"Northern",2019-06-01,2019,"Jun","ENT",114,4267
"Northern",2019-06-01,2019,"Jun","GP Other",8,0
"Northern",2019-06-01,2019,"Jun","Gastroenterology",71,2105
"Northern",2019-06-01,2019,"Jun","General Medicine",0,200
"Northern",2019-06-01,2019,"Jun","General Surgery",305,483
"Northern",2019-06-01,2019,"Jun","Geriatric Medicine",0,0
"Northern",2019-06-01,2019,"Jun","Gynaecology",48,89
"Northern",2019-06-01,2019,"Jun","Haematology (Clinical)",0,101
"Northern",2019-06-01,2019,"Jun","Joint Consultant Clinics",0,0
"Northern",2019-06-01,2019,"Jun","Nephrology",0,0
"Northern",2019-06-01,2019,"Jun","Neurology",0,1158
"Northern",2019-06-01,2019,"Jun","Orthodontics",0,0
"Northern",2019-06-01,2019,"Jun","Paediatrics",0,0
"Northern",2019-06-01,2019,"Jun","Pain Management",54,1139
"Northern",2019-06-01,2019,"Jun","Rheumatology",0,1545
"Northern",2019-06-01,2019,"Jun","Thoracic Medicine",0,1651
"Northern",2019-06-01,2019,"Jun","Urology",6,12
"Northern",2019-03-01,2019,"Mar","Cardiology",13,1
"Northern",2019-03-01,2019,"Mar","Chemical Pathology",0,0
"Northern",2019-03-01,2019,"Mar","Dermatology",0,1728
"Northern",2019-03-01,2019,"Mar","ENT",106,3798
"Northern",2019-03-01,2019,"Mar","GP Other",7,0
"Northern",2019-03-01,2019,"Mar","Gastroenterology",43,1941
"Northern",2019-03-01,2019,"Mar","General Medicine",0,195
"Northern",2019-03-01,2019,"Mar","General Surgery",303,528
"Northern",2019-03-01,2019,"Mar","Geriatric Medicine",0,0
"Northern",2019-03-01,2019,"Mar","Gynaecology",61,60
"Northern",2019-03-01,2019,"Mar","Haematology (Clinical)",0,59
"Northern",2019-03-01,2019,"Mar","Joint Consultant Clinics",0,0
"Northern",2019-03-01,2019,"Mar","Nephrology",0,0
"Northern",2019-03-01,2019,"Mar","Neurology",0,1064
"Northern",2019-03-01,2019,"Mar","Orthodontics",0,0
"Northern",2019-03-01,2019,"Mar","Paediatrics",0,1
"Northern",2019-03-01,2019,"Mar","Pain Management",65,886
"Northern",2019-03-01,2019,"Mar","Rheumatology",0,1334
"Northern",2019-03-01,2019,"Mar","Thoracic Medicine",0,1495
"Northern",2019-09-01,2019,"Sep","Cardiology",2,0
"Northern",2019-09-01,2019,"Sep","Chemical Pathology",0,0
"Northern",2019-09-01,2019,"Sep","Dermatology",1,2834
"Northern",2019-09-01,2019,"Sep","ENT",108,4456
"Northern",2019-09-01,2019,"Sep","GP Other",19,0
"Northern",2019-09-01,2019,"Sep","Gastroenterology",71,1961
"Northern",2019-09-01,2019,"Sep","General Medicine",0,269
"Northern",2019-09-01,2019,"Sep","General Surgery",343,603
"Northern",2019-09-01,2019,"Sep","Geriatric Medicine",0,0
"Northern",2019-09-01,2019,"Sep","Gynaecology",52,87
"Northern",2019-09-01,2019,"Sep","Haematology (Clinical)",0,150
"Northern",2019-09-01,2019,"Sep","Joint Consultant Clinics",0,0
"Northern",2019-09-01,2019,"Sep","Nephrology",0,0
"Northern",2019-09-01,2019,"Sep","Neurology",0,1256
"Northern",2019-09-01,2019,"Sep","Orthodontics",0,0
"Northern",2019-09-01,2019,"Sep","Paediatrics",0,0
"Northern",2019-09-01,2019,"Sep","Pain Management",47,1323
"Northern",2019-09-01,2019,"Sep","Rheumatology",0,1718
"Northern",2019-09-01,2019,"Sep","Thoracic Medicine",1,1764
"Northern",2019-09-01,2019,"Sep","Urology",1,15
"Northern",2020-12-01,2020,"Dec","Cardiology",2,182
"Northern",2020-12-01,2020,"Dec","Chemical Pathology",0,0
"Northern",2020-12-01,2020,"Dec","Dermatology",0,4386
"Northern",2020-12-01,2020,"Dec","ENT",27,8037
"Northern",2020-12-01,2020,"Dec","GP Other",4,63
"Northern",2020-12-01,2020,"Dec","Gastroenterology",85,3409
"Northern",2020-12-01,2020,"Dec","General Medicine",0,318
"Northern",2020-12-01,2020,"Dec","General Surgery",233,4172
"Northern",2020-12-01,2020,"Dec","Geriatric Medicine",0,5
"Northern",2020-12-01,2020,"Dec","Gynaecology",57,1682
"Northern",2020-12-01,2020,"Dec","Haematology (Clinical)",0,159
"Northern",2020-12-01,2020,"Dec","Joint Consultant Clinics",0,0
"Northern",2020-12-01,2020,"Dec","Nephrology",0,0
"Northern",2020-12-01,2020,"Dec","Neurology",0,1761
"Northern",2020-12-01,2020,"Dec","Orthodontics",0,118
"Northern",2020-12-01,2020,"Dec","Paediatrics",0,22
"Northern",2020-12-01,2020,"Dec","Pain Management",29,2267
"Northern",2020-12-01,2020,"Dec","Rheumatology",0,1615
"Northern",2020-12-01,2020,"Dec","Thoracic Medicine",0,2691
"Northern",2020-12-01,2020,"Dec","Urology",0,0
"Northern",2020-06-01,2020,"Jun","Cardiology",11,174
"Northern",2020-06-01,2020,"Jun","Chemical Pathology",0,0
"Northern",2020-06-01,2020,"Jun","Dermatology",2,3751
"Northern",2020-06-01,2020,"Jun","ENT",135,6212
"Northern",2020-06-01,2020,"Jun","GP Other",86,2
"Northern",2020-06-01,2020,"Jun","Gastroenterology",259,2323
"Northern",2020-06-01,2020,"Jun","General Medicine",0,405
"Northern",2020-06-01,2020,"Jun","General Surgery",609,1801
"Northern",2020-06-01,2020,"Jun","Geriatric Medicine",0,2
"Northern",2020-06-01,2020,"Jun","Gynaecology",143,594
"Northern",2020-06-01,2020,"Jun","Haematology (Clinical)",0,249
"Northern",2020-06-01,2020,"Jun","Joint Consultant Clinics",0,0
"Northern",2020-06-01,2020,"Jun","Nephrology",0,0
"Northern",2020-06-01,2020,"Jun","Neurology",0,1530
"Northern",2020-06-01,2020,"Jun","Orthodontics",0,38
"Northern",2020-06-01,2020,"Jun","Paediatrics",0,17
"Northern",2020-06-01,2020,"Jun","Pain Management",69,1794
"Northern",2020-06-01,2020,"Jun","Rheumatology",0,1710
"Northern",2020-06-01,2020,"Jun","Thoracic Medicine",0,2150
"Northern",2020-03-01,2020,"Mar","Cardiology",0,172
"Northern",2020-03-01,2020,"Mar","Chemical Pathology",0,0
"Northern",2020-03-01,2020,"Mar","Dermatology",1,3225
"Northern",2020-03-01,2020,"Mar","ENT",130,5307
"Northern",2020-03-01,2020,"Mar","GP Other",32,1
"Northern",2020-03-01,2020,"Mar","Gastroenterology",197,2273
"Northern",2020-03-01,2020,"Mar","General Medicine",0,311
"Northern",2020-03-01,2020,"Mar","General Surgery",371,841
"Northern",2020-03-01,2020,"Mar","Geriatric Medicine",0,0
"Northern",2020-03-01,2020,"Mar","Gynaecology",76,105
"Northern",2020-03-01,2020,"Mar","Haematology (Clinical)",0,202
"Northern",2020-03-01,2020,"Mar","Joint Consultant Clinics",0,0
"Northern",2020-03-01,2020,"Mar","Nephrology",0,0
"Northern",2020-03-01,2020,"Mar","Neurology",0,1423
"Northern",2020-03-01,2020,"Mar","Orthodontics",0,0
"Northern",2020-03-01,2020,"Mar","Paediatrics",0,0
"Northern",2020-03-01,2020,"Mar","Pain Management",48,1398
"Northern",2020-03-01,2020,"Mar","Rheumatology",0,1608
"Northern",2020-03-01,2020,"Mar","Thoracic Medicine",0,1759
"Northern",2020-09-01,2020,"Sep","Cardiology",9,199
"Northern",2020-09-01,2020,"Sep","Chemical Pathology",0,0
"Northern",2020-09-01,2020,"Sep","Dermatology",1,4255
"Northern",2020-09-01,2020,"Sep","ENT",16,7195
"Northern",2020-09-01,2020,"Sep","GP Other",3,8
"Northern",2020-09-01,2020,"Sep","Gastroenterology",158,2757
"Northern",2020-09-01,2020,"Sep","General Medicine",0,337
"Northern",2020-09-01,2020,"Sep","General Surgery",129,2968
"Northern",2020-09-01,2020,"Sep","Geriatric Medicine",0,0
"Northern",2020-09-01,2020,"Sep","Gynaecology",13,1201
"Northern",2020-09-01,2020,"Sep","Haematology (Clinical)",0,215
"Northern",2020-09-01,2020,"Sep","Joint Consultant Clinics",0,1
"Northern",2020-09-01,2020,"Sep","Nephrology",0,0
"Northern",2020-09-01,2020,"Sep","Neurology",0,1645
"Northern",2020-09-01,2020,"Sep","Orthodontics",0,80
"Northern",2020-09-01,2020,"Sep","Paediatrics",0,16
"Northern",2020-09-01,2020,"Sep","Pain Management",13,2083
"Northern",2020-09-01,2020,"Sep","Rheumatology",0,1581
"Northern",2020-09-01,2020,"Sep","Thoracic Medicine",2,2386
"Northern",2020-09-01,2020,"Sep","Urology",0,0
"Northern",2021-12-01,2021,"Dec","Cardiology",20,7
"Northern",2021-12-01,2021,"Dec","Chemical Pathology",0,0
"Northern",2021-12-01,2021,"Dec","Dermatology",0,3834
"Northern",2021-12-01,2021,"Dec","ENT",56,8629
"Northern",2021-12-01,2021,"Dec","GP Other",9,111
"Northern",2021-12-01,2021,"Dec","Gastroenterology",83,4608
"Northern",2021-12-01,2021,"Dec","General Medicine",0,376
"Northern",2021-12-01,2021,"Dec","General Surgery",223,7177
"Northern",2021-12-01,2021,"Dec","Geriatric Medicine",0,4
"Northern",2021-12-01,2021,"Dec","Gynaecology",76,2958
"Northern",2021-12-01,2021,"Dec","Haematology (Clinical)",0,209
"Northern",2021-12-01,2021,"Dec","Joint Consultant Clinics",0,0
"Northern",2021-12-01,2021,"Dec","Nephrology",0,0
"Northern",2021-12-01,2021,"Dec","Neurology",0,1652
"Northern",2021-12-01,2021,"Dec","Orthodontics",0,140
"Northern",2021-12-01,2021,"Dec","Paediatrics",0,0
"Northern",2021-12-01,2021,"Dec","Pain Management",22,2606
"Northern",2021-12-01,2021,"Dec","Rheumatology",0,1914
"Northern",2021-12-01,2021,"Dec","Thoracic Medicine",0,3064
"Northern",2021-06-01,2021,"Jun","Cardiology",34,34
"Northern",2021-06-01,2021,"Jun","Chemical Pathology",0,0
"Northern",2021-06-01,2021,"Jun","Dermatology",1,4563
"Northern",2021-06-01,2021,"Jun","ENT",14,8985
"Northern",2021-06-01,2021,"Jun","GP Other",10,153
"Northern",2021-06-01,2021,"Jun","Gastroenterology",87,4251
"Northern",2021-06-01,2021,"Jun","General Medicine",0,385
"Northern",2021-06-01,2021,"Jun","General Surgery",257,6087
"Northern",2021-06-01,2021,"Jun","Geriatric Medicine",0,13
"Northern",2021-06-01,2021,"Jun","Gynaecology",70,2320
"Northern",2021-06-01,2021,"Jun","Haematology (Clinical)",0,158
"Northern",2021-06-01,2021,"Jun","Joint Consultant Clinics",0,0
"Northern",2021-06-01,2021,"Jun","Nephrology",0,0
"Northern",2021-06-01,2021,"Jun","Neurology",0,1959
"Northern",2021-06-01,2021,"Jun","Orthodontics",0,175
"Northern",2021-06-01,2021,"Jun","Paediatrics",0,1
"Northern",2021-06-01,2021,"Jun","Pain Management",20,2566
"Northern",2021-06-01,2021,"Jun","Rheumatology",0,1870
"Northern",2021-06-01,2021,"Jun","Thoracic Medicine",0,3043
"Northern",2021-03-01,2021,"Mar","Cardiology",8,176
"Northern",2021-03-01,2021,"Mar","Chemical Pathology",0,0
"Northern",2021-03-01,2021,"Mar","Dermatology",0,4495
"Northern",2021-03-01,2021,"Mar","ENT",49,9087
"Northern",2021-03-01,2021,"Mar","GP Other",30,166
"Northern",2021-03-01,2021,"Mar","Gastroenterology",111,4096
"Northern",2021-03-01,2021,"Mar","General Medicine",0,424
"Northern",2021-03-01,2021,"Mar","General Surgery",329,5922
"Northern",2021-03-01,2021,"Mar","Geriatric Medicine",0,22
"Northern",2021-03-01,2021,"Mar","Gynaecology",100,2403
"Northern",2021-03-01,2021,"Mar","Haematology (Clinical)",0,152
"Northern",2021-03-01,2021,"Mar","Joint Consultant Clinics",0,0
"Northern",2021-03-01,2021,"Mar","Nephrology",0,0
"Northern",2021-03-01,2021,"Mar","Neurology",1,1892
"Northern",2021-03-01,2021,"Mar","Orthodontics",0,180
"Northern",2021-03-01,2021,"Mar","Paediatrics",0,23
"Northern",2021-03-01,2021,"Mar","Pain Management",37,2558
"Northern",2021-03-01,2021,"Mar","Rheumatology",0,1771
"Northern",2021-03-01,2021,"Mar","Thoracic Medicine",0,3104
"Northern",2021-09-01,2021,"Sep","Cardiology",15,8
"Northern",2021-09-01,2021,"Sep","Chemical Pathology",0,0
"Northern",2021-09-01,2021,"Sep","Dermatology",0,4209
"Northern",2021-09-01,2021,"Sep","ENT",18,8853
"Northern",2021-09-01,2021,"Sep","GP Other",12,132
"Northern",2021-09-01,2021,"Sep","Gastroenterology",84,4507
"Northern",2021-09-01,2021,"Sep","General Medicine",0,375
"Northern",2021-09-01,2021,"Sep","General Surgery",250,6792
"Northern",2021-09-01,2021,"Sep","Geriatric Medicine",0,8
"Northern",2021-09-01,2021,"Sep","Gynaecology",37,2590
"Northern",2021-09-01,2021,"Sep","Haematology (Clinical)",0,172
"Northern",2021-09-01,2021,"Sep","Joint Consultant Clinics",0,0
"Northern",2021-09-01,2021,"Sep","Nephrology",0,0
"Northern",2021-09-01,2021,"Sep","Neurology",0,1831
