"nhs_region20_name","date","year","month","treatment","waits_over_18_weeks","waits_over_52_weeks"
"South East",2021-07-01,2021,"Jul","General Surgery Service",32789,5198
"South East",2021-07-01,2021,"Jul","Gynaecology Service",27319,3905
"South East",2021-07-01,2021,"Jul","Neurology Service",6485,66
"South East",2021-07-01,2021,"Jul","Neurosurgical Service",1775,498
"South East",2021-07-01,2021,"Jul","Ophthalmology Service",43247,5750
"South East",2021-07-01,2021,"Jul","Oral Surgery Service",16648,3024
"South East",2021-07-01,2021,"Jul","Other - Medical Services",13078,678
"South East",2021-07-01,2021,"Jul","Other - Mental Health Services",179,9
"South East",2021-07-01,2021,"Jul","Other - Other Services",4826,598
"South East",2021-07-01,2021,"Jul","Other - Paediatric Services",9211,1305
"South East",2021-07-01,2021,"Jul","Other - Surgical Services",20294,3034
"South East",2021-07-01,2021,"Jul","Plastic Surgery Service",5975,1651
"South East",2021-07-01,2021,"Jul","Respiratory Medicine Service",3276,52
"South East",2021-07-01,2021,"Jul","Rheumatology Service",4146,171
"South East",2021-07-01,2021,"Jul","Total",352204,53788
"South East",2021-07-01,2021,"Jul","Trauma and Orthopaedic Service",72853,14861
"South East",2021-07-01,2021,"Jul","Urology Service",23170,4041
"South West",2021-07-01,2021,"Jul","Cardiology Service",10509,1308
"South West",2021-07-01,2021,"Jul","Cardiothoracic Surgery Service",1019,222
"South West",2021-07-01,2021,"Jul","Dermatology Service",7126,155
"South West",2021-07-01,2021,"Jul","Ear Nose and Throat Service",20944,4621
"South West",2021-07-01,2021,"Jul","Elderly Medicine Service",356,20
"South West",2021-07-01,2021,"Jul","Gastroenterology Service",12923,1287
"South West",2021-07-01,2021,"Jul","General Internal Medicine Service",1236,201
"South West",2021-07-01,2021,"Jul","General Surgery Service",12229,2817
"South West",2021-07-01,2021,"Jul","Gynaecology Service",18274,2730
"South West",2021-07-01,2021,"Jul","Neurology Service",4832,331
"South West",2021-07-01,2021,"Jul","Neurosurgical Service",2647,912
"South West",2021-07-01,2021,"Jul","Ophthalmology Service",34202,5516
"South West",2021-07-01,2021,"Jul","Oral Surgery Service",20247,4397
"South West",2021-07-01,2021,"Jul","Other - Medical Services",10334,767
"South West",2021-07-01,2021,"Jul","Other - Mental Health Services",7,0
"South West",2021-07-01,2021,"Jul","Other - Other Services",5599,537
"South West",2021-07-01,2021,"Jul","Other - Paediatric Services",7864,1257
"South West",2021-07-01,2021,"Jul","Other - Surgical Services",26346,6067
"South West",2021-07-01,2021,"Jul","Plastic Surgery Service",3368,817
"South West",2021-07-01,2021,"Jul","Respiratory Medicine Service",3177,246
"South West",2021-07-01,2021,"Jul","Rheumatology Service",2946,365
"South West",2021-07-01,2021,"Jul","Total",277526,55422
"South West",2021-07-01,2021,"Jul","Trauma and Orthopaedic Service",56366,17448
"South West",2021-07-01,2021,"Jul","Urology Service",14975,3401
"East of England",2021-08-01,2021,"Aug","Cardiology Service",10320,360
"East of England",2021-08-01,2021,"Aug","Cardiothoracic Surgery Service",543,54
"East of England",2021-08-01,2021,"Aug","Dermatology Service",12886,1376
"East of England",2021-08-01,2021,"Aug","Ear Nose and Throat Service",29095,6704
"East of England",2021-08-01,2021,"Aug","Elderly Medicine Service",353,15
"East of England",2021-08-01,2021,"Aug","Gastroenterology Service",14179,1344
"East of England",2021-08-01,2021,"Aug","General Internal Medicine Service",1367,49
"East of England",2021-08-01,2021,"Aug","General Surgery Service",28654,6685
"East of England",2021-08-01,2021,"Aug","Gynaecology Service",22986,4078
"East of England",2021-08-01,2021,"Aug","Neurology Service",3212,64
"East of England",2021-08-01,2021,"Aug","Neurosurgical Service",712,188
"East of England",2021-08-01,2021,"Aug","Ophthalmology Service",36659,6300
"East of England",2021-08-01,2021,"Aug","Oral Surgery Service",13447,2566
"East of England",2021-08-01,2021,"Aug","Other - Medical Services",13036,1947
"East of England",2021-08-01,2021,"Aug","Other - Mental Health Services",27,0
"East of England",2021-08-01,2021,"Aug","Other - Other Services",7058,930
"East of England",2021-08-01,2021,"Aug","Other - Paediatric Services",9693,2099
"East of England",2021-08-01,2021,"Aug","Other - Surgical Services",9705,2061
"East of England",2021-08-01,2021,"Aug","Plastic Surgery Service",5912,1593
"East of England",2021-08-01,2021,"Aug","Respiratory Medicine Service",3582,78
"East of England",2021-08-01,2021,"Aug","Rheumatology Service",3750,69
"East of England",2021-08-01,2021,"Aug","Total",302444,61862
"East of England",2021-08-01,2021,"Aug","Trauma and Orthopaedic Service",55958,18375
"East of England",2021-08-01,2021,"Aug","Urology Service",19310,4927
"London",2021-08-01,2021,"Aug","Cardiology Service",14646,1218
"London",2021-08-01,2021,"Aug","Cardiothoracic Surgery Service",974,43
"London",2021-08-01,2021,"Aug","Dermatology Service",13430,668
"London",2021-08-01,2021,"Aug","Ear Nose and Throat Service",35747,7625
"London",2021-08-01,2021,"Aug","Elderly Medicine Service",288,3
"London",2021-08-01,2021,"Aug","Gastroenterology Service",14765,987
"London",2021-08-01,2021,"Aug","General Internal Medicine Service",1252,30
"London",2021-08-01,2021,"Aug","General Surgery Service",27402,4999
"London",2021-08-01,2021,"Aug","Gynaecology Service",28384,3978
"London",2021-08-01,2021,"Aug","Neurology Service",6751,164
"London",2021-08-01,2021,"Aug","Neurosurgical Service",5858,603
"London",2021-08-01,2021,"Aug","Ophthalmology Service",29793,2076
"London",2021-08-01,2021,"Aug","Oral Surgery Service",14815,1393
"London",2021-08-01,2021,"Aug","Other - Medical Services",29555,3639
"London",2021-08-01,2021,"Aug","Other - Mental Health Services",2674,136
"London",2021-08-01,2021,"Aug","Other - Other Services",5999,686
"London",2021-08-01,2021,"Aug","Other - Paediatric Services",28897,5318
"London",2021-08-01,2021,"Aug","Other - Surgical Services",30864,6337
"London",2021-08-01,2021,"Aug","Plastic Surgery Service",8108,2768
"London",2021-08-01,2021,"Aug","Respiratory Medicine Service",5035,175
"London",2021-08-01,2021,"Aug","Rheumatology Service",3985,114
"London",2021-08-01,2021,"Aug","Total",378449,53910
"London",2021-08-01,2021,"Aug","Trauma and Orthopaedic Service",44717,7503
"London",2021-08-01,2021,"Aug","Urology Service",24510,3447
"Midlands",2021-08-01,2021,"Aug","Cardiology Service",18676,1023
"Midlands",2021-08-01,2021,"Aug","Cardiothoracic Surgery Service",1509,246
"Midlands",2021-08-01,2021,"Aug","Dermatology Service",24667,3331
"Midlands",2021-08-01,2021,"Aug","Ear Nose and Throat Service",51701,13438
"Midlands",2021-08-01,2021,"Aug","Elderly Medicine Service",538,41
"Midlands",2021-08-01,2021,"Aug","Gastroenterology Service",25855,2309
"Midlands",2021-08-01,2021,"Aug","General Internal Medicine Service",2626,106
"Midlands",2021-08-01,2021,"Aug","General Surgery Service",53878,16089
"Midlands",2021-08-01,2021,"Aug","Gynaecology Service",43524,7095
"Midlands",2021-08-01,2021,"Aug","Neurology Service",12260,1304
"Midlands",2021-08-01,2021,"Aug","Neurosurgical Service",3677,753
"Midlands",2021-08-01,2021,"Aug","Ophthalmology Service",63657,12081
"Midlands",2021-08-01,2021,"Aug","Oral Surgery Service",31948,7001
"Midlands",2021-08-01,2021,"Aug","Other - Medical Services",24334,2037
"Midlands",2021-08-01,2021,"Aug","Other - Mental Health Services",297,9
"Midlands",2021-08-01,2021,"Aug","Other - Other Services",5737,642
"Midlands",2021-08-01,2021,"Aug","Other - Paediatric Services",21820,4863
"Midlands",2021-08-01,2021,"Aug","Other - Surgical Services",27902,8325
"Midlands",2021-08-01,2021,"Aug","Plastic Surgery Service",6890,2181
"Midlands",2021-08-01,2021,"Aug","Respiratory Medicine Service",8164,577
"Midlands",2021-08-01,2021,"Aug","Rheumatology Service",8327,275
"Midlands",2021-08-01,2021,"Aug","Total",581405,122381
"Midlands",2021-08-01,2021,"Aug","Trauma and Orthopaedic Service",103092,26301
"Midlands",2021-08-01,2021,"Aug","Urology Service",40326,12354
"North East and Yorkshire",2021-08-01,2021,"Aug","Cardiology Service",10443,854
"North East and Yorkshire",2021-08-01,2021,"Aug","Cardiothoracic Surgery Service",592,121
"North East and Yorkshire",2021-08-01,2021,"Aug","Dermatology Service",10728,1582
"North East and Yorkshire",2021-08-01,2021,"Aug","Ear Nose and Throat Service",31665,6263
"North East and Yorkshire",2021-08-01,2021,"Aug","Elderly Medicine Service",391,9
"North East and Yorkshire",2021-08-01,2021,"Aug","Gastroenterology Service",10108,816
"North East and Yorkshire",2021-08-01,2021,"Aug","General Internal Medicine Service",2660,98
"North East and Yorkshire",2021-08-01,2021,"Aug","General Surgery Service",35392,7037
"North East and Yorkshire",2021-08-01,2021,"Aug","Gynaecology Service",22711,4188
"North East and Yorkshire",2021-08-01,2021,"Aug","Neurology Service",5246,218
"North East and Yorkshire",2021-08-01,2021,"Aug","Neurosurgical Service",3872,948
"North East and Yorkshire",2021-08-01,2021,"Aug","Ophthalmology Service",32743,6231
"North East and Yorkshire",2021-08-01,2021,"Aug","Oral Surgery Service",16832,2257
"North East and Yorkshire",2021-08-01,2021,"Aug","Other - Medical Services",13514,1010
"North East and Yorkshire",2021-08-01,2021,"Aug","Other - Mental Health Services",104,4
"North East and Yorkshire",2021-08-01,2021,"Aug","Other - Other Services",6176,844
"North East and Yorkshire",2021-08-01,2021,"Aug","Other - Paediatric Services",15804,2857
"North East and Yorkshire",2021-08-01,2021,"Aug","Other - Surgical Services",20147,3911
"North East and Yorkshire",2021-08-01,2021,"Aug","Plastic Surgery Service",12994,4192
"North East and Yorkshire",2021-08-01,2021,"Aug","Respiratory Medicine Service",4249,177
"North East and Yorkshire",2021-08-01,2021,"Aug","Rheumatology Service",2943,53
"North East and Yorkshire",2021-08-01,2021,"Aug","Total",341205,62390
"North East and Yorkshire",2021-08-01,2021,"Aug","Trauma and Orthopaedic Service",59751,13809
"North East and Yorkshire",2021-08-01,2021,"Aug","Urology Service",22140,4911
"North West",2021-08-01,2021,"Aug","Cardiology Service",9274,610
"North West",2021-08-01,2021,"Aug","Cardiothoracic Surgery Service",1661,283
"North West",2021-08-01,2021,"Aug","Dermatology Service",8033,199
"North West",2021-08-01,2021,"Aug","Ear Nose and Throat Service",33587,8404
"North West",2021-08-01,2021,"Aug","Elderly Medicine Service",544,11
"North West",2021-08-01,2021,"Aug","Gastroenterology Service",28765,2487
"North West",2021-08-01,2021,"Aug","General Internal Medicine Service",2616,517
"North West",2021-08-01,2021,"Aug","General Surgery Service",41450,12193
"North West",2021-08-01,2021,"Aug","Gynaecology Service",36472,6585
"North West",2021-08-01,2021,"Aug","Neurology Service",8015,874
"North West",2021-08-01,2021,"Aug","Neurosurgical Service",8977,1656
"North West",2021-08-01,2021,"Aug","Ophthalmology Service",30341,3957
"North West",2021-08-01,2021,"Aug","Oral Surgery Service",28612,10047
"North West",2021-08-01,2021,"Aug","Other - Medical Services",13765,1086
"North West",2021-08-01,2021,"Aug","Other - Mental Health Services",49,0
"North West",2021-08-01,2021,"Aug","Other - Other Services",2591,209
"North West",2021-08-01,2021,"Aug","Other - Paediatric Services",22233,4439
"North West",2021-08-01,2021,"Aug","Other - Surgical Services",24089,5654
"North West",2021-08-01,2021,"Aug","Plastic Surgery Service",9646,2821
"North West",2021-08-01,2021,"Aug","Respiratory Medicine Service",2726,46
"North West",2021-08-01,2021,"Aug","Rheumatology Service",4387,75
"North West",2021-08-01,2021,"Aug","Total",404226,85895
"North West",2021-08-01,2021,"Aug","Trauma and Orthopaedic Service",61454,17644
"North West",2021-08-01,2021,"Aug","Urology Service",24939,6098
"South East",2021-08-01,2021,"Aug","Cardiology Service",6955,111
"South East",2021-08-01,2021,"Aug","Cardiothoracic Surgery Service",484,76
"South East",2021-08-01,2021,"Aug","Dermatology Service",8651,314
"South East",2021-08-01,2021,"Aug","Ear Nose and Throat Service",32194,7061
"South East",2021-08-01,2021,"Aug","Elderly Medicine Service",363,3
"South East",2021-08-01,2021,"Aug","Gastroenterology Service",20411,1222
"South East",2021-08-01,2021,"Aug","General Internal Medicine Service",406,19
"South East",2021-08-01,2021,"Aug","General Surgery Service",32943,5241
"South East",2021-08-01,2021,"Aug","Gynaecology Service",28208,3921
"South East",2021-08-01,2021,"Aug","Neurology Service",7247,88
"South East",2021-08-01,2021,"Aug","Neurosurgical Service",1763,538
"South East",2021-08-01,2021,"Aug","Ophthalmology Service",42780,5238
"South East",2021-08-01,2021,"Aug","Oral Surgery Service",16516,2773
"South East",2021-08-01,2021,"Aug","Other - Medical Services",13966,681
"South East",2021-08-01,2021,"Aug","Other - Mental Health Services",192,14
"South East",2021-08-01,2021,"Aug","Other - Other Services",4722,544
"South East",2021-08-01,2021,"Aug","Other - Paediatric Services",9315,1136
"South East",2021-08-01,2021,"Aug","Other - Surgical Services",21111,2966
"South East",2021-08-01,2021,"Aug","Plastic Surgery Service",5972,1677
"South East",2021-08-01,2021,"Aug","Respiratory Medicine Service",3515,57
"South East",2021-08-01,2021,"Aug","Rheumatology Service",4300,198
"South East",2021-08-01,2021,"Aug","Total",356229,52303
"South East",2021-08-01,2021,"Aug","Trauma and Orthopaedic Service",71453,14345
"South East",2021-08-01,2021,"Aug","Urology Service",22762,4080
"South West",2021-08-01,2021,"Aug","Cardiology Service",11259,1260
"South West",2021-08-01,2021,"Aug","Cardiothoracic Surgery Service",1020,213
"South West",2021-08-01,2021,"Aug","Dermatology Service",7911,148
"South West",2021-08-01,2021,"Aug","Ear Nose and Throat Service",21236,4462
"South West",2021-08-01,2021,"Aug","Elderly Medicine Service",310,20
"South West",2021-08-01,2021,"Aug","Gastroenterology Service",13051,1276
"South West",2021-08-01,2021,"Aug","General Internal Medicine Service",1260,153
"South West",2021-08-01,2021,"Aug","General Surgery Service",12320,2812
"South West",2021-08-01,2021,"Aug","Gynaecology Service",18959,2955
"South West",2021-08-01,2021,"Aug","Neurology Service",5180,297
"South West",2021-08-01,2021,"Aug","Neurosurgical Service",2555,903
"South West",2021-08-01,2021,"Aug","Ophthalmology Service",35308,5724
"South West",2021-08-01,2021,"Aug","Oral Surgery Service",20268,3993
"South West",2021-08-01,2021,"Aug","Other - Medical Services",10861,790
"South West",2021-08-01,2021,"Aug","Other - Mental Health Services",3,0
"South West",2021-08-01,2021,"Aug","Other - Other Services",5791,457
"South West",2021-08-01,2021,"Aug","Other - Paediatric Services",8024,1188
"South West",2021-08-01,2021,"Aug","Other - Surgical Services",27191,5996
"South West",2021-08-01,2021,"Aug","Plastic Surgery Service",3460,837
"South West",2021-08-01,2021,"Aug","Respiratory Medicine Service",3195,265
"South West",2021-08-01,2021,"Aug","Rheumatology Service",2992,371
"South West",2021-08-01,2021,"Aug","Total",283290,54855
"South West",2021-08-01,2021,"Aug","Trauma and Orthopaedic Service",55945,17330
"South West",2021-08-01,2021,"Aug","Urology Service",15191,3405
"East of England",2021-09-01,2021,"Sep","Cardiology Service",11645,366
"East of England",2021-09-01,2021,"Sep","Cardiothoracic Surgery Service",540,52
"East of England",2021-09-01,2021,"Sep","Dermatology Service",15284,1588
"East of England",2021-09-01,2021,"Sep","Ear Nose and Throat Service",31208,7263
"East of England",2021-09-01,2021,"Sep","Elderly Medicine Service",318,3
"East of England",2021-09-01,2021,"Sep","Gastroenterology Service",15830,1649
"East of England",2021-09-01,2021,"Sep","General Internal Medicine Service",1384,38
"East of England",2021-09-01,2021,"Sep","General Surgery Service",29996,6894
"East of England",2021-09-01,2021,"Sep","Gynaecology Service",24460,4307
"East of England",2021-09-01,2021,"Sep","Neurology Service",3796,80
"East of England",2021-09-01,2021,"Sep","Neurosurgical Service",741,197
"East of England",2021-09-01,2021,"Sep","Ophthalmology Service",39403,6839
"East of England",2021-09-01,2021,"Sep","Oral Surgery Service",14352,2635
"East of England",2021-09-01,2021,"Sep","Other - Medical Services",14204,1749
"East of England",2021-09-01,2021,"Sep","Other - Mental Health Services",38,0
"East of England",2021-09-01,2021,"Sep","Other - Other Services",7899,1071
"East of England",2021-09-01,2021,"Sep","Other - Paediatric Services",10551,2097
"East of England",2021-09-01,2021,"Sep","Other - Surgical Services",10098,1973
"East of England",2021-09-01,2021,"Sep","Plastic Surgery Service",6622,1657
"East of England",2021-09-01,2021,"Sep","Respiratory Medicine Service",4175,83
"East of England",2021-09-01,2021,"Sep","Rheumatology Service",4521,100
"East of England",2021-09-01,2021,"Sep","Total",325268,64520
"East of England",2021-09-01,2021,"Sep","Trauma and Orthopaedic Service",58117,18816
"East of England",2021-09-01,2021,"Sep","Urology Service",20086,5063
"London",2021-09-01,2021,"Sep","Cardiology Service",15572,1147
"London",2021-09-01,2021,"Sep","Cardiothoracic Surgery Service",1044,59
"London",2021-09-01,2021,"Sep","Dermatology Service",15747,759
"London",2021-09-01,2021,"Sep","Ear Nose and Throat Service",37451,7369
"London",2021-09-01,2021,"Sep","Elderly Medicine Service",309,2
"London",2021-09-01,2021,"Sep","Gastroenterology Service",15813,1054
"London",2021-09-01,2021,"Sep","General Internal Medicine Service",1450,44
"London",2021-09-01,2021,"Sep","General Surgery Service",29687,4933
"London",2021-09-01,2021,"Sep","Gynaecology Service",28964,3729
"London",2021-09-01,2021,"Sep","Neurology Service",8170,171
"London",2021-09-01,2021,"Sep","Neurosurgical Service",6354,631
"London",2021-09-01,2021,"Sep","Ophthalmology Service",32158,1956
"London",2021-09-01,2021,"Sep","Oral Surgery Service",15617,1183
"London",2021-09-01,2021,"Sep","Other - Medical Services",31237,3603
"London",2021-09-01,2021,"Sep","Other - Mental Health Services",2893,151
"London",2021-09-01,2021,"Sep","Other - Other Services",6786,786
"London",2021-09-01,2021,"Sep","Other - Paediatric Services",30855,5027
"London",2021-09-01,2021,"Sep","Other - Surgical Services",31566,6005
"London",2021-09-01,2021,"Sep","Plastic Surgery Service",8460,2601
"London",2021-09-01,2021,"Sep","Respiratory Medicine Service",5881,209
"London",2021-09-01,2021,"Sep","Rheumatology Service",4624,139
"London",2021-09-01,2021,"Sep","Total",402646,52462
"London",2021-09-01,2021,"Sep","Trauma and Orthopaedic Service",46355,7324
"London",2021-09-01,2021,"Sep","Urology Service",25653,3580
"Midlands",2021-09-01,2021,"Sep","Cardiology Service",20540,1131
"Midlands",2021-09-01,2021,"Sep","Cardiothoracic Surgery Service",1668,301
"Midlands",2021-09-01,2021,"Sep","Dermatology Service",27097,4143
"Midlands",2021-09-01,2021,"Sep","Ear Nose and Throat Service",54782,14082
"Midlands",2021-09-01,2021,"Sep","Elderly Medicine Service",601,34
"Midlands",2021-09-01,2021,"Sep","Gastroenterology Service",27824,2598
"Midlands",2021-09-01,2021,"Sep","General Internal Medicine Service",2858,139
"Midlands",2021-09-01,2021,"Sep","General Surgery Service",54991,16802
"Midlands",2021-09-01,2021,"Sep","Gynaecology Service",45688,7781
"Midlands",2021-09-01,2021,"Sep","Neurology Service",13735,1637
"Midlands",2021-09-01,2021,"Sep","Neurosurgical Service",3809,760
"Midlands",2021-09-01,2021,"Sep","Ophthalmology Service",65161,12529
"Midlands",2021-09-01,2021,"Sep","Oral Surgery Service",33072,7014
"Midlands",2021-09-01,2021,"Sep","Other - Medical Services",26795,2202
"Midlands",2021-09-01,2021,"Sep","Other - Mental Health Services",436,8
"Midlands",2021-09-01,2021,"Sep","Other - Other Services",5659,694
"Midlands",2021-09-01,2021,"Sep","Other - Paediatric Services",23912,5037
"Midlands",2021-09-01,2021,"Sep","Other - Surgical Services",29984,8683
"Midlands",2021-09-01,2021,"Sep","Plastic Surgery Service",7261,2352
"Midlands",2021-09-01,2021,"Sep","Respiratory Medicine Service",8992,699
"Midlands",2021-09-01,2021,"Sep","Rheumatology Service",9264,335
"Midlands",2021-09-01,2021,"Sep","Total",611602,129522
"Midlands",2021-09-01,2021,"Sep","Trauma and Orthopaedic Service",106537,27735
"Midlands",2021-09-01,2021,"Sep","Urology Service",40936,12826
"North East and Yorkshire",2021-09-01,2021,"Sep","Cardiology Service",11099,703
"North East and Yorkshire",2021-09-01,2021,"Sep","Cardiothoracic Surgery Service",663,132
"North East and Yorkshire",2021-09-01,2021,"Sep","Dermatology Service",12224,1563
"North East and Yorkshire",2021-09-01,2021,"Sep","Ear Nose and Throat Service",33300,6050
"North East and Yorkshire",2021-09-01,2021,"Sep","Elderly Medicine Service",487,11
"North East and Yorkshire",2021-09-01,2021,"Sep","Gastroenterology Service",10664,810
"North East and Yorkshire",2021-09-01,2021,"Sep","General Internal Medicine Service",2793,104
"North East and Yorkshire",2021-09-01,2021,"Sep","General Surgery Service",36759,7330
"North East and Yorkshire",2021-09-01,2021,"Sep","Gynaecology Service",24891,4223
"North East and Yorkshire",2021-09-01,2021,"Sep","Neurology Service",6143,261
"North East and Yorkshire",2021-09-01,2021,"Sep","Neurosurgical Service",3951,929
"North East and Yorkshire",2021-09-01,2021,"Sep","Ophthalmology Service",34490,6054
"North East and Yorkshire",2021-09-01,2021,"Sep","Oral Surgery Service",18039,2245
"North East and Yorkshire",2021-09-01,2021,"Sep","Other - Medical Services",15297,1024
"North East and Yorkshire",2021-09-01,2021,"Sep","Other - Mental Health Services",102,5
"North East and Yorkshire",2021-09-01,2021,"Sep","Other - Other Services",7051,802
"North East and Yorkshire",2021-09-01,2021,"Sep","Other - Paediatric Services",18115,2809
"North East and Yorkshire",2021-09-01,2021,"Sep","Other - Surgical Services",21762,4158
"North East and Yorkshire",2021-09-01,2021,"Sep","Plastic Surgery Service",13580,4179
"North East and Yorkshire",2021-09-01,2021,"Sep","Respiratory Medicine Service",4750,159
"North East and Yorkshire",2021-09-01,2021,"Sep","Rheumatology Service",3459,46
"North East and Yorkshire",2021-09-01,2021,"Sep","Total",364359,62084
"North East and Yorkshire",2021-09-01,2021,"Sep","Trauma and Orthopaedic Service",61929,13518
"North East and Yorkshire",2021-09-01,2021,"Sep","Urology Service",22811,4969
"North West",2021-09-01,2021,"Sep","Cardiology Service",10395,588
"North West",2021-09-01,2021,"Sep","Cardiothoracic Surgery Service",1590,250
"North West",2021-09-01,2021,"Sep","Dermatology Service",10198,238
"North West",2021-09-01,2021,"Sep","Ear Nose and Throat Service",36295,8659
"North West",2021-09-01,2021,"Sep","Elderly Medicine Service",653,9
"North West",2021-09-01,2021,"Sep","Gastroenterology Service",30145,2611
"North West",2021-09-01,2021,"Sep","General Internal Medicine Service",2349,506
"North West",2021-09-01,2021,"Sep","General Surgery Service",42769,12449
"North West",2021-09-01,2021,"Sep","Gynaecology Service",38498,6761
"North West",2021-09-01,2021,"Sep","Neurology Service",9224,851
"North West",2021-09-01,2021,"Sep","Neurosurgical Service",9669,1592
"North West",2021-09-01,2021,"Sep","Ophthalmology Service",32380,3900
"North West",2021-09-01,2021,"Sep","Oral Surgery Service",29776,10144
"North West",2021-09-01,2021,"Sep","Other - Medical Services",15184,1095
"North West",2021-09-01,2021,"Sep","Other - Mental Health Services",54,0
"North West",2021-09-01,2021,"Sep","Other - Other Services",2970,198
"North West",2021-09-01,2021,"Sep","Other - Paediatric Services",24122,4298
"North West",2021-09-01,2021,"Sep","Other - Surgical Services",24482,5789
"North West",2021-09-01,2021,"Sep","Plastic Surgery Service",10228,2948
"North West",2021-09-01,2021,"Sep","Respiratory Medicine Service",3254,54
"North West",2021-09-01,2021,"Sep","Rheumatology Service",5080,85
"North West",2021-09-01,2021,"Sep","Total",428782,87394
"North West",2021-09-01,2021,"Sep","Trauma and Orthopaedic Service",63681,18113
"North West",2021-09-01,2021,"Sep","Urology Service",25786,6256
"South East",2021-09-01,2021,"Sep","Cardiology Service",8224,132
"South East",2021-09-01,2021,"Sep","Cardiothoracic Surgery Service",523,89
"South East",2021-09-01,2021,"Sep","Dermatology Service",9808,435
"South East",2021-09-01,2021,"Sep","Ear Nose and Throat Service",33961,7084
"South East",2021-09-01,2021,"Sep","Elderly Medicine Service",450,2
"South East",2021-09-01,2021,"Sep","Gastroenterology Service",21940,1332
"South East",2021-09-01,2021,"Sep","General Internal Medicine Service",563,33
"South East",2021-09-01,2021,"Sep","General Surgery Service",34286,5822
"South East",2021-09-01,2021,"Sep","Gynaecology Service",30213,4306
"South East",2021-09-01,2021,"Sep","Neurology Service",8353,147
"South East",2021-09-01,2021,"Sep","Neurosurgical Service",1850,548
"South East",2021-09-01,2021,"Sep","Ophthalmology Service",44162,5139
"South East",2021-09-01,2021,"Sep","Oral Surgery Service",17519,2670
"South East",2021-09-01,2021,"Sep","Other - Medical Services",15893,811
"South East",2021-09-01,2021,"Sep","Other - Mental Health Services",194,15
"South East",2021-09-01,2021,"Sep","Other - Other Services",4896,582
"South East",2021-09-01,2021,"Sep","Other - Paediatric Services",10770,1134
"South East",2021-09-01,2021,"Sep","Other - Surgical Services",21464,3149
"South East",2021-09-01,2021,"Sep","Plastic Surgery Service",6432,1653
"South East",2021-09-01,2021,"Sep","Respiratory Medicine Service",4270,65
"South East",2021-09-01,2021,"Sep","Rheumatology Service",4731,216
"South East",2021-09-01,2021,"Sep","Total",377128,54195
"South East",2021-09-01,2021,"Sep","Trauma and Orthopaedic Service",72647,14558
"South East",2021-09-01,2021,"Sep","Urology Service",23979,4273
"South West",2021-09-01,2021,"Sep","Cardiology Service",12570,1412
"South West",2021-09-01,2021,"Sep","Cardiothoracic Surgery Service",1039,213
"South West",2021-09-01,2021,"Sep","Dermatology Service",9442,215
"South West",2021-09-01,2021,"Sep","Ear Nose and Throat Service",22609,4556
"South West",2021-09-01,2021,"Sep","Elderly Medicine Service",359,25
"South West",2021-09-01,2021,"Sep","Gastroenterology Service",13739,1516
"South West",2021-09-01,2021,"Sep","General Internal Medicine Service",1335,152
"South West",2021-09-01,2021,"Sep","General Surgery Service",12719,3087
"South West",2021-09-01,2021,"Sep","Gynaecology Service",19981,3190
"South West",2021-09-01,2021,"Sep","Neurology Service",6052,324
"South West",2021-09-01,2021,"Sep","Neurosurgical Service",2591,894
"South West",2021-09-01,2021,"Sep","Ophthalmology Service",38305,6021
"South West",2021-09-01,2021,"Sep","Oral Surgery Service",21117,4065
"South West",2021-09-01,2021,"Sep","Other - Medical Services",11908,895
"South West",2021-09-01,2021,"Sep","Other - Mental Health Services",4,0
"South West",2021-09-01,2021,"Sep","Other - Other Services",6393,523
"South West",2021-09-01,2021,"Sep","Other - Paediatric Services",8955,1305
"South West",2021-09-01,2021,"Sep","Other - Surgical Services",28800,5975
"South West",2021-09-01,2021,"Sep","Plastic Surgery Service",3684,874
"South West",2021-09-01,2021,"Sep","Respiratory Medicine Service",3390,297
"South West",2021-09-01,2021,"Sep","Rheumatology Service",3035,394
"South West",2021-09-01,2021,"Sep","Total",302085,57423
"South West",2021-09-01,2021,"Sep","Trauma and Orthopaedic Service",58366,17995
"South West",2021-09-01,2021,"Sep","Urology Service",15692,3495
"East of England",2021-10-01,2021,"Oct","Cardiology Service",12506,517
"East of England",2021-10-01,2021,"Oct","Cardiothoracic Surgery Service",647,45
"East of England",2021-10-01,2021,"Oct","Dermatology Service",17326,1835
"East of England",2021-10-01,2021,"Oct","Ear Nose and Throat Service",32468,7734
"East of England",2021-10-01,2021,"Oct","Elderly Medicine Service",336,2
"East of England",2021-10-01,2021,"Oct","Gastroenterology Service",16204,1949
"East of England",2021-10-01,2021,"Oct","General Internal Medicine Service",1432,104
"East of England",2021-10-01,2021,"Oct","General Surgery Service",31406,7421
"East of England",2021-10-01,2021,"Oct","Gynaecology Service",25449,4666
"East of England",2021-10-01,2021,"Oct","Neurology Service",4249,97
"East of England",2021-10-01,2021,"Oct","Neurosurgical Service",793,231
"East of England",2021-10-01,2021,"Oct","Ophthalmology Service",40733,7390
"East of England",2021-10-01,2021,"Oct","Oral Surgery Service",14489,2669
"East of England",2021-10-01,2021,"Oct","Other - Medical Services",15050,1796
"East of England",2021-10-01,2021,"Oct","Other - Mental Health Services",55,0
"East of England",2021-10-01,2021,"Oct","Other - Other Services",8207,1131
"East of England",2021-10-01,2021,"Oct","Other - Paediatric Services",11170,2096
